outer_layer,outer_sequence,outer_recur,outer_funcs,inner_layer,inner_sequence,inner_recur,inner_funcs,depth
Top-level,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,40,6,Composite,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,40,4,1
Top-level,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,40,6,Composite,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,4,5,1
Top-level,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,40,6,Composite,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,4,5,1
Top-level,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,40,6,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Top-level,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation,34,5,Composite,Unclassified|Chromatin|Unclassified|Cell cycle,3,3,1
Top-level,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation,34,5,Primitive,Unclassified|Cell cycle|Methylation,1,3,1
Top-level,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation,34,5,Composite,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle|Methylation|Cell cycle,1,5,1
Top-level,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation,34,5,Composite,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle,1,4,1
Top-level,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation,34,5,Primitive,Chromatin|Unclassified|Cell cycle,5,3,1
Top-level,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation,34,5,Composite,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle|Methylation,1,5,1
Top-level,Transcription|Cytoskeleton|Phosphatase|Unclassified,33,4,Primitive,Transcription|Cytoskeleton|Phosphatase,68,3,1
Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,30,3,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,30,3,Primitive,Cell cycle|Methylation|Transcription,10,3,1
Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,30,3,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Transcription,6,3,1
Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,30,3,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,24,3,Primitive,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,1
Composite,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,24,3,Composite,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,1
Composite,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,24,3,Composite,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,23,3,Primitive,Unclassified|Cell cycle|Methylation,1,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,23,3,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,3,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,23,3,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,23,3,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,3,1
Composite,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Unclassified|Cell cycle|Methylation,23,5,Composite,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Unclassified|Cell cycle,13,4,1
Composite,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Unclassified|Cell cycle|Methylation,23,5,Primitive,Unclassified|Cell cycle|Methylation,1,3,1
Composite,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Unclassified|Cell cycle|Methylation,23,5,Primitive,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin,5,3,1
Composite,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Unclassified|Cell cycle|Methylation,23,5,Primitive,Chromatin|Unclassified|Cell cycle,5,3,1
Composite,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Unclassified|Cell cycle|Methylation,23,5,Composite,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Unclassified,61,3,1
Composite,Cell cycle|Chromatin|Transcription|Chromatin|Unclassified,20,4,Composite,Chromatin|Transcription|Chromatin|Unclassified,9,3,1
Composite,Cell cycle|Chromatin|Transcription|Chromatin|Unclassified,20,4,Primitive,Cell cycle|Chromatin|Transcription,1,3,1
Composite,Cell cycle|Chromatin|Transcription|Chromatin|Unclassified,20,4,Composite,Cell cycle|Chromatin|Transcription|Chromatin,1,3,1
Composite,Cell cycle|Chromatin|Transcription|Chromatin|Unclassified,20,4,Primitive,Transcription|Chromatin|Unclassified,6,3,1
Composite,Unclassified|Chromatin|Cytoskeleton|DNA repair,16,4,Primitive,Chromatin|Cytoskeleton|DNA repair,6,3,1
Composite,Unclassified|Chromatin|Cytoskeleton|DNA repair,16,4,Primitive,Unclassified|Chromatin|Cytoskeleton,25,3,1
Composite,Unclassified|Kinase|Cytoskeleton|DNA repair,14,4,Primitive,Unclassified|Kinase|Cytoskeleton,17,3,1
Top-level,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,14,4,Primitive,Cell cycle|Methylation|Transcription,10,3,1
Top-level,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,14,4,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Transcription,6,3,1
Top-level,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,14,4,Primitive,Unclassified|Cell cycle|Methylation,1,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,14,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation,2,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,14,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle,6,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,14,4,Primitive,Cell adhesion|Unclassified|Cell cycle,1,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,14,4,Primitive,Unclassified|Cell cycle|Methylation,1,3,1
Composite,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Unclassified|Chromatin|Unclassified,13,3,Primitive,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin,5,3,1
Composite,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Unclassified|Cell cycle,13,4,Primitive,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin,5,3,1
Composite,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Unclassified|Cell cycle,13,4,Primitive,Chromatin|Unclassified|Cell cycle,5,3,1
Composite,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Unclassified|Cell cycle,13,4,Composite,Unclassified|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Cell adhesion|Chromatin|Unclassified,61,3,1
Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,12,4,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin,6,4,1
Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,12,4,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Transcription,6,3,1
Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,12,4,Primitive,Cell cycle|Methylation|Transcription,10,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,2,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation,2,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,23,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Primitive,Cell cycle|Methylation|Transcription,10,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Primitive,Cell adhesion|Unclassified|Cell cycle,1,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,3,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Transcription,6,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle,6,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Primitive,Unclassified|Cell cycle|Methylation,1,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,46,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,14,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,6,4,1
