chromosome,start_position,end_position,length_bytes,function_sequence,n_vocab_hits,n_distinct_funcs,recurrence,density_score,boundary_drop,entry_point,matched_primitives,named_genes,dominant_function,description
chr1,29814254,29814287,34,RNA processing|Unclassified|Chromatin,14,3,1,0.07,28.0,chrM:0x575D,53,TUT4 terminal uridylyl transferase,NAMED_GENE,TUT4 terminal uridylyl transferase
chr1,29814254,29814287,34,RNA processing|Unclassified|Chromatin,14,3,1,0.07,28.0,chrM:0x575D,53,TUT4 terminal uridylyl transferase,NAMED_GENE,TUT4 terminal uridylyl transferase
chr1,37411104,37411217,114,Unclassified|Structural|Cell cycle|Unclassified|RNA processing|Cell cycle,24,4,1,0.12,1.66,chrM:0x5B2B,"33,14","MICAL2 microtubule monooxygenase,GNB1 second hit",NAMED_GENE,MICAL2 microtubule monooxygenase + GNB1 second hit
chr1,37657968,37658052,85,Cell adhesion|Cell cycle|Chromatin,21,3,1,0.105,0.84,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr1,37899440,37899501,62,Ion channel|Chromatin|RNA processing,32,3,1,0.16,160.0,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr1,37899440,37899501,62,Ion channel|Chromatin|RNA processing,32,3,1,0.16,160.0,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr1,38277025,38277131,107,Phosphatase|Chromatin|Unclassified|Cytoskeleton,21,4,1,0.105,105.0,chrM:0x5B2B,83,lncRNA: ENSG00000254645,REGULATORY,lncRNA: ENSG00000254645
chr1,38277025,38277131,107,Phosphatase|Chromatin|Unclassified|Cytoskeleton,21,4,1,0.105,105.0,chrM:0x5B2B,83,lncRNA: ENSG00000254645,REGULATORY,lncRNA: ENSG00000254645
chr1,38285135,38285238,104,Chromatin|Unclassified|Transcription|Chromatin,38,3,1,0.19,2.92,chrM:0x71C7,26,LOC124908430 collagen ncRNA,REGULATORY,LOC124908430 collagen ncRNA
chr1,38974859,38974895,37,Unclassified|Kinase|Cell cycle|Proteolysis|Cytoskeleton,34,5,1,0.17,2.0,chrM:0x5B2B,3,GNB1 G-protein beta-1,NAMED_GENE,GNB1 G-protein beta-1
chr1,45602378,45602442,65,Chromatin|Structural|RNA processing|Structural,32,3,1,0.16,16.0,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr1,45602378,45602442,65,Chromatin|Structural|RNA processing|Structural,32,3,1,0.16,16.0,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr1,49816693,49816809,117,Structural|Unclassified|RNA processing,27,3,1,0.135,135.0,chrM:0x5B2B,60,protein_coding: AGBL4,NAMED_GENE,protein_coding: AGBL4
chr1,49816693,49816809,117,Structural|Unclassified|RNA processing,27,3,1,0.135,135.0,chrM:0x5B2B,60,protein_coding: AGBL4,NAMED_GENE,protein_coding: AGBL4
chr1,49944980,49945022,43,Unclassified|Kinase|RNA processing|Unclassified,38,3,1,0.19,10.86,chrM:0x575D,28,protein_coding: SNTG2,NAMED_GENE,protein_coding: SNTG2
chr1,50412041,50412140,100,Chromatin|Structural|RNA processing|Chromatin,14,3,1,0.07,2.55,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr1,50412873,50412971,99,Unclassified|Cytoskeleton|Ubiquitin,29,3,1,0.145,8.29,chrM:0x5B2B,,,UNKNOWN,Unresolved opcode sequence
chr1,50412873,50412971,99,Unclassified|Cytoskeleton|Ubiquitin,29,3,1,0.145,8.29,chrM:0x5B2B,,,UNKNOWN,Unresolved opcode sequence
chr1,50644332,50644484,153,Cell adhesion|Ubiquitin|Chromatin|RNA processing,11,4,1,0.055,0.79,chrM:0xC5DC,,,UNKNOWN,Unresolved opcode sequence
chr1,53634126,53634234,109,Cell adhesion|Unclassified|Cell cycle,15,3,1,0.075,30.0,chrM:0x5B2B,55,AJAP1,NAMED_GENE,AJAP1
chr1,56501917,56501947,31,RNA processing|Unclassified|Cell cycle|RNA processing,16,3,1,0.08,5.33,chrM:0x5B2B,9,Pan troglodytes chr1,CONSERVED,Pan troglodytes chr1
chr1,57226955,57227071,117,Unclassified|Cytoskeleton|DNA repair|Unclassified|Cytoskeleton,61,3,1,0.305,305.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr1,60019432,60019472,41,Transcription|Chromatin|Cell adhesion|Transcription,26,3,1,0.13,26.0,chrM:0x71C7,22,CN165_HUMAN,NAMED_GENE,CN165_HUMAN
chr10,1949781,1949886,106,Chromatin|Transcription|Chromatin|Cell adhesion|RNA processing,29,4,1,0.145,145.0,chrM:0x71C7,22,CN165_HUMAN,NAMED_GENE,CN165_HUMAN
chr10,3012767,3012902,136,Chromatin|Unclassified|Protein folding,67,3,1,0.335,16.75,chrM:0x5B2B,,,UNKNOWN,Unresolved opcode sequence
chr10,6061442,6061540,99,Transcription|Cell cycle|Chromatin,29,3,1,0.145,3.22,chrM:0x71C7,61,KIAA1217 large gene,NAMED_GENE,KIAA1217 large gene
chr10,9501410,9501447,38,Proteolysis|Unclassified|Kinase|Cytoskeleton,27,4,1,0.135,18.0,chrM:0x5B2B,86,Regulatory:,REGULATORY,Regulatory:
chr10,9501410,9501447,38,Proteolysis|Unclassified|Kinase|Cytoskeleton,27,4,1,0.135,18.0,chrM:0x5B2B,86,Regulatory:,REGULATORY,Regulatory:
chr10,11645508,11645609,102,Unclassified|RNA processing|Unclassified|RNA processing|Unclassified|RNA processing|Unclassified|Cytoskeleton|DNA repair,84,4,1,0.42,0.98,chrM:0x5B2B,90,Putative olfactory receptor 1F12P,NAMED_GENE,Putative olfactory receptor 1F12P
chr10,11705990,11706051,62,Chromatin|Cytoskeleton|Unclassified,24,3,1,0.12,120.0,chrM:0x5B2B,75,lncRNA: ENSG00000308311,REGULATORY,lncRNA: ENSG00000308311
chr10,11754589,11754676,88,Proteolysis|Cytoskeleton|Unclassified|RNA processing,15,4,1,0.075,75.0,chrM:0x5B2B,,,UNKNOWN,Unresolved opcode sequence
chr10,11754589,11754676,88,Proteolysis|Cytoskeleton|Unclassified|RNA processing,15,4,1,0.075,75.0,chrM:0x5B2B,,,UNKNOWN,Unresolved opcode sequence
chr10,11931721,11931811,91,Proteolysis|Unclassified|Cytoskeleton|DNA repair,72,4,1,0.36,0.83,chrM:0x5B2B,36,No features in Ensembl GRCh38,TRULY_UNKNOWN,No features in Ensembl GRCh38
chr10,11931721,11931811,91,Proteolysis|Unclassified|Cytoskeleton|DNA repair,72,4,1,0.36,0.83,chrM:0x5B2B,36,No features in Ensembl GRCh38,TRULY_UNKNOWN,No features in Ensembl GRCh38
chr10,11931721,11931811,91,Proteolysis|Unclassified|Cytoskeleton|DNA repair,72,4,1,0.36,0.83,chrM:0x5B2B,36,No features in Ensembl GRCh38,TRULY_UNKNOWN,No features in Ensembl GRCh38
chr10,11931721,11931811,91,Proteolysis|Unclassified|Cytoskeleton|DNA repair,72,4,1,0.36,0.83,chrM:0x5B2B,36,No features in Ensembl GRCh38,TRULY_UNKNOWN,No features in Ensembl GRCh38
chr10,12136770,12136863,94,Unclassified|Kinase|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton|Transcription|Unclassified,62,5,1,0.31,1.29,chrM:0x5B2B,49,lncRNA: ENSG00000273098,REGULATORY,lncRNA: ENSG00000273098
chr10,12675596,12675728,133,Unclassified|Cell cycle|Chromatin|Unclassified|Transcription,83,4,1,0.415,415.0,chrM:0x71C7,46,protein_coding: PIK3CD,NAMED_GENE,protein_coding: PIK3CD
chr10,12675596,12675728,133,Unclassified|Cell cycle|Chromatin|Unclassified|Transcription,83,4,1,0.415,415.0,chrM:0x71C7,46,protein_coding: PIK3CD,NAMED_GENE,protein_coding: PIK3CD
chr10,12675596,12675728,133,Unclassified|Cell cycle|Chromatin|Unclassified|Transcription,83,4,1,0.415,415.0,chrM:0x71C7,46,protein_coding: PIK3CD,NAMED_GENE,protein_coding: PIK3CD
chr10,16736774,16736816,43,Proteolysis|Unclassified|Chromatin|Cytoskeleton,21,4,1,0.105,105.0,chrM:0x5B2B,5,lncRNA: ENSG00000292994,REGULATORY,lncRNA: ENSG00000292994
chr10,17324247,17324352,106,Unclassified|Cytoskeleton|Unclassified|RNA processing,20,3,1,0.1,0.57,chrM:0x575D,,,UNKNOWN,Unresolved opcode sequence
chr10,19002172,19002300,129,Unclassified|Kinase|RNA processing|Cell cycle|Unclassified|Cell cycle,64,4,1,0.32,64.0,chrM:0x5B2B,28,protein_coding: SNTG2,NAMED_GENE,protein_coding: SNTG2
chr10,19009627,19009722,96,Unclassified|Kinase|Cytoskeleton|Unclassified,22,3,1,0.11,3.14,chrM:0x5B2B,8,PRKCZ Protein Kinase C zeta,NAMED_GENE,PRKCZ Protein Kinase C zeta
chr10,19009627,19009722,96,Unclassified|Kinase|Cytoskeleton|Unclassified,22,3,1,0.11,3.14,chrM:0x5B2B,8,PRKCZ Protein Kinase C zeta,NAMED_GENE,PRKCZ Protein Kinase C zeta
chr10,19009627,19009722,96,Unclassified|Kinase|Cytoskeleton|Unclassified,22,3,1,0.11,3.14,chrM:0x5B2B,8,PRKCZ Protein Kinase C zeta,NAMED_GENE,PRKCZ Protein Kinase C zeta
chr10,19009627,19009722,96,Unclassified|Kinase|Cytoskeleton|Unclassified,22,3,1,0.11,3.14,chrM:0x5B2B,8,PRKCZ Protein Kinase C zeta,NAMED_GENE,PRKCZ Protein Kinase C zeta
chr10,20058088,20058135,48,RNA processing|Unclassified|Structural|Unclassified,11,3,1,0.055,55.0,chrM:0x5B2B,,,UNKNOWN,Unresolved opcode sequence
chr10,24425711,24425745,35,Unclassified|Cytoskeleton|Chromatin|Cytoskeleton,16,3,1,0.08,80.0,chrM:0x5B2B,78,No features in Ensembl GRCh38,TRULY_UNKNOWN,No features in Ensembl GRCh38
chr10,25468782,25468866,85,Unclassified|Cytoskeleton|Structural,13,3,1,0.065,0.96,chrM:0x575D,,,UNKNOWN,Unresolved opcode sequence
chr10,25542957,25543003,47,Unclassified|Kinase|DNA repair|Protein folding,11,4,1,0.055,55.0,chrM:0x5B2B,19,lncRNA: ENSG00000285567,REGULATORY,lncRNA: ENSG00000285567
chr10,25542957,25543003,47,Unclassified|Kinase|DNA repair|Protein folding,11,4,1,0.055,55.0,chrM:0x5B2B,19,lncRNA: ENSG00000285567,REGULATORY,lncRNA: ENSG00000285567
chr10,25979608,25979650,43,Unclassified|Kinase|Cell cycle|Unclassified|Cytoskeleton,71,4,1,0.355,5.92,chrM:0x5B2B,3,GNB1 G-protein beta-1,NAMED_GENE,GNB1 G-protein beta-1
chr10,26005474,26005545,72,Cytoskeleton|RNA processing|Unclassified|RNA processing,32,3,1,0.16,16.0,chrM:0x5B2B,116,Putative uncharacterized protein C8orf44,NAMED_GENE,Putative uncharacterized protein C8orf44
chr10,26480226,26480364,139,Structural|Unclassified|Kinase|Structural|Cell cycle|Unclassified,69,4,1,0.345,69.0,chrM:0x5B2B,59,protein_coding: SLC39A3,NAMED_GENE,protein_coding: SLC39A3
chr10,26906578,26906691,114,Cell cycle|RNA processing|Unclassified|Chromatin|Cytoskeleton,27,5,1,0.135,135.0,chrM:0x5B2B,53,TUT4 terminal uridylyl transferase,NAMED_GENE,TUT4 terminal uridylyl transferase
chr10,28632319,28632329,11,Proteolysis|Unclassified|Kinase,42,3,1,0.21,28.0,chrM:0x5B2B,86,Regulatory:,REGULATORY,Regulatory:
chr10,28923057,28923139,83,Unclassified|Kinase|Cell cycle|RNA processing|Transcription|Cell cycle,84,5,1,0.42,168.0,chrM:0x5B2B,3,GNB1 G-protein beta-1,NAMED_GENE,GNB1 G-protein beta-1
chr10,28923057,28923139,83,Unclassified|Kinase|Cell cycle|RNA processing|Transcription|Cell cycle,84,5,1,0.42,168.0,chrM:0x5B2B,3,GNB1 G-protein beta-1,NAMED_GENE,GNB1 G-protein beta-1
chr10,31328963,31329072,110,Structural|Unclassified|Cytoskeleton|Unclassified,12,3,1,0.06,3.43,chrM:0x5B2B,,,UNKNOWN,Unresolved opcode sequence
chr11,191567,191603,37,Unclassified|Cytoskeleton|Transcription|Cytoskeleton,33,3,1,0.165,1.74,chrM:0x5B2B,108,Histone demethylase UTY,NAMED_GENE,Histone demethylase UTY
chr11,1842232,1842313,82,Chromatin|Cell adhesion|Transcription,21,3,1,0.105,6.0,chrM:0x71C7,107,Putative uncharacterized protein C20orf204,NAMED_GENE,Putative uncharacterized protein C20orf204
chr11,2126445,2126590,146,Unclassified|Chromatin|Cytoskeleton|Transcription|Chromatin|Phosphatase|Cell adhesion,135,6,1,0.675,3.0,chrM:0x71C7,5,lncRNA: ENSG00000292994,REGULATORY,lncRNA: ENSG00000292994
chr11,2186858,2186891,34,Unclassified|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton,51,3,1,0.255,255.0,chrM:0x5B2B,5,lncRNA: ENSG00000292994,REGULATORY,lncRNA: ENSG00000292994
chr11,2494696,2494790,95,Cell cycle|Chromatin|Unclassified|Kinase|Cell cycle,55,4,1,0.275,110.0,chrM:0x5B2B,17,PRDM16 chromatin regulator,NAMED_GENE,PRDM16 chromatin regulator
chr11,4662684,4662769,86,Proteolysis|Unclassified|Chromatin|Cytoskeleton,18,4,1,0.09,4.0,chrM:0x575D,5,lncRNA: ENSG00000292994,REGULATORY,lncRNA: ENSG00000292994
chr11,4662684,4662769,86,Proteolysis|Unclassified|Chromatin|Cytoskeleton,18,4,1,0.09,4.0,chrM:0x575D,5,lncRNA: ENSG00000292994,REGULATORY,lncRNA: ENSG00000292994
chr11,4686851,4686952,102,Cell adhesion|Unclassified|Cell cycle,33,3,1,0.165,4.4,chrM:0x5B2B,55,AJAP1,NAMED_GENE,AJAP1
chr11,8772269,8772356,88,Chromatin|Unclassified|Cell cycle|Unclassified|Cytoskeleton|Unclassified|Cytoskeleton|Unclassified,217,4,1,1.085,12.76,chrM:0x71C7,25,Mus musculus chr17,CONSERVED,Mus musculus chr17
chr11,8772269,8772356,88,Chromatin|Unclassified|Cell cycle|Unclassified|Cytoskeleton|Unclassified|Cytoskeleton|Unclassified,217,4,1,1.085,12.76,chrM:0x71C7,25,Mus musculus chr17,CONSERVED,Mus musculus chr17
chr11,9859702,9859798,97,Structural|Chromatin|RNA processing,111,3,1,0.555,555.0,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr11,11747607,11747711,105,Chromatin|Structural|Phosphatase,42,3,1,0.21,84.0,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr11,11900045,11900115,71,Structural|Unclassified|Kinase|Cell cycle,25,4,1,0.125,2.17,chrM:0x5B2B,59,protein_coding: SLC39A3,NAMED_GENE,protein_coding: SLC39A3
chr11,13876427,13876562,136,Unclassified|Chromatin|Methylation,189,3,1,0.945,945.0,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr11,13876427,13876562,136,Unclassified|Chromatin|Methylation,189,3,1,0.945,945.0,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr11,14364873,14364948,76,Unclassified|Transcription|Chromatin,13,3,1,0.065,2.0,chrM:0x575D,80,protein_coding: SYT9,NAMED_GENE,protein_coding: SYT9
chr11,15741928,15742010,83,Phosphatase|Chromatin|Unclassified,70,3,1,0.35,350.0,chrM:0x71C7,83,lncRNA: ENSG00000254645,REGULATORY,lncRNA: ENSG00000254645
chr11,16202513,16202599,87,Unclassified|Chromatin|Cytoskeleton|Kinase,27,4,1,0.135,2.25,chrM:0x5B2B,5,lncRNA: ENSG00000292994,REGULATORY,lncRNA: ENSG00000292994
chr11,16376727,16376827,101,Transcription|Chromatin|Cell adhesion|Unclassified,20,4,1,0.1,2.86,chrM:0x5B2B,22,CN165_HUMAN,NAMED_GENE,CN165_HUMAN
chr11,16760583,16760655,73,Chromatin|Cell adhesion|Cytoskeleton,49,3,1,0.245,4.67,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr11,16760583,16760655,73,Chromatin|Cell adhesion|Cytoskeleton,49,3,1,0.245,4.67,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr11,16764401,16764584,184,Unclassified|Cell cycle|DNA repair|RNA processing|Unclassified|Cell cycle,26,4,1,0.13,1.79,chrM:0x5B2B,"69,9","CH044_HUMAN,Pan troglodytes chr1",NAMED_GENE,CH044_HUMAN + Pan troglodytes chr1
chr11,16836155,16836243,89,Transcription|Chromatin|Transcription|Cell cycle,83,3,1,0.415,415.0,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr11,16836155,16836243,89,Transcription|Chromatin|Transcription|Cell cycle,83,3,1,0.415,415.0,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr11,16836155,16836243,89,Transcription|Chromatin|Transcription|Cell cycle,83,3,1,0.415,415.0,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr11,17431950,17432116,167,RNA processing|Cell cycle|Unclassified|Kinase|Cell cycle|Unclassified,33,4,1,0.165,7.33,chrM:0x575D,95,UPF0764 protein C16orf89,NAMED_GENE,UPF0764 protein C16orf89
chr11,17432834,17432923,90,Unclassified|Cytoskeleton|DNA repair|Proteolysis,58,4,1,0.29,7.73,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr11,18054471,18054596,126,Transcription|Chromatin|Unclassified|Cytoskeleton,54,4,1,0.27,2.4,chrM:0x5B2B,21,protein_coding: TBL3,NAMED_GENE,protein_coding: TBL3
chr11,19098187,19098264,78,Unclassified|Cytoskeleton|DNA repair|Phosphatase|Unclassified,36,4,1,0.18,1.44,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr11,20793752,20793834,83,Unclassified|Kinase|DNA repair|Chromatin,24,4,1,0.12,120.0,chrM:0x5B2B,19,lncRNA: ENSG00000285567,REGULATORY,lncRNA: ENSG00000285567
chr11,24566625,24566662,38,RNA processing|Unclassified|RNA processing|Cytoskeleton,24,3,1,0.12,48.0,chrM:0x575D,96,Ankyrin repeat domain-containing protein 36B,NAMED_GENE,Ankyrin repeat domain-containing protein 36B
chr11,24566625,24566662,38,RNA processing|Unclassified|RNA processing|Cytoskeleton,24,3,1,0.12,48.0,chrM:0x575D,96,Ankyrin repeat domain-containing protein 36B,NAMED_GENE,Ankyrin repeat domain-containing protein 36B
chr11,25174958,25175013,56,Chromatin|Structural|Cytoskeleton,65,3,1,0.325,130.0,chrM:0x71C7,104,UPF0764 protein C16orf89,NAMED_GENE,UPF0764 protein C16orf89
chr11,29143320,29143450,131,Chromatin|Unclassified|Cytoskeleton|Unclassified,27,3,1,0.135,135.0,chrM:0x5B2B,12,CI085_HUMAN,NAMED_GENE,CI085_HUMAN
chr11,29143320,29143450,131,Chromatin|Unclassified|Cytoskeleton|Unclassified,27,3,1,0.135,135.0,chrM:0x5B2B,12,CI085_HUMAN,NAMED_GENE,CI085_HUMAN
chr11,29143320,29143450,131,Chromatin|Unclassified|Cytoskeleton|Unclassified,27,3,1,0.135,135.0,chrM:0x5B2B,12,CI085_HUMAN,NAMED_GENE,CI085_HUMAN
chr11,29143320,29143450,131,Chromatin|Unclassified|Cytoskeleton|Unclassified,27,3,1,0.135,135.0,chrM:0x5B2B,12,CI085_HUMAN,NAMED_GENE,CI085_HUMAN
chr11,29258516,29258619,104,Cell cycle|Cell adhesion|Chromatin|Cell adhesion,32,3,1,0.16,7.11,chrM:0x71C7,,,UNKNOWN,Unresolved opcode sequence
chr11,29319039,29319126,88,Chromatin|Unclassified|Kinase|Cell cycle|Cytoskeleton,68,5,1,0.34,9.07,chrM:0x5B2B,3,GNB1 G-protein beta-1,NAMED_GENE,GNB1 G-protein beta-1
chr12,710767,710878,112,Cytoskeleton|Unclassified|Cell cycle|Cytoskeleton,44,3,1,0.22,220.0,chrM:0x5B2B,40,protein_coding: S100PBP,NAMED_GENE,protein_coding: S100PBP
chr12,710767,710878,112,Cytoskeleton|Unclassified|Cell cycle|Cytoskeleton,44,3,1,0.22,220.0,chrM:0x5B2B,40,protein_coding: S100PBP,NAMED_GENE,protein_coding: S100PBP
chr12,710767,710878,112,Cytoskeleton|Unclassified|Cell cycle|Cytoskeleton,44,3,1,0.22,220.0,chrM:0x5B2B,40,protein_coding: S100PBP,NAMED_GENE,protein_coding: S100PBP
chr12,710767,710878,112,Cytoskeleton|Unclassified|Cell cycle|Cytoskeleton,44,3,1,0.22,220.0,chrM:0x5B2B,40,protein_coding: S100PBP,NAMED_GENE,protein_coding: S100PBP
chr12,12231305,12231489,185,Cytoskeleton|Cell cycle|Chromatin|Unclassified|Cell cycle|Cytoskeleton,30,4,1,0.15,150.0,chrM:0x71C7,"99,10","Putative uncharacterized protein C11orf65,LNC_000252 lncRNA",NAMED_GENE,Putative uncharacterized protein C11orf65 + LNC_000252 lncRNA
chr12,12231305,12231489,185,Cytoskeleton|Cell cycle|Chromatin|Unclassified|Cell cycle|Cytoskeleton,30,4,1,0.15,150.0,chrM:0x71C7,"99,10","Putative uncharacterized protein C11orf65,LNC_000252 lncRNA",NAMED_GENE,Putative uncharacterized protein C11orf65 + LNC_000252 lncRNA
chr12,12271429,12271508,80,Cytoskeleton|Cell cycle|Chromatin,19,3,1,0.095,0.19,chrM:0x71C7,99,Putative uncharacterized protein C11orf65,NAMED_GENE,Putative uncharacterized protein C11orf65
chr12,12310133,12310212,80,Unclassified|Transcription|Chromatin,83,3,1,0.415,41.5,chrM:0x71C7,80,protein_coding: SYT9,NAMED_GENE,protein_coding: SYT9
chr12,12310133,12310212,80,Unclassified|Transcription|Chromatin,83,3,1,0.415,41.5,chrM:0x71C7,80,protein_coding: SYT9,NAMED_GENE,protein_coding: SYT9
chr12,12310133,12310212,80,Unclassified|Transcription|Chromatin,83,3,1,0.415,41.5,chrM:0x71C7,80,protein_coding: SYT9,NAMED_GENE,protein_coding: SYT9
chr12,12568863,12568950,88,Cell adhesion|Unclassified|Cell cycle,52,3,1,0.26,260.0,chrM:0x5B2B,55,AJAP1,NAMED_GENE,AJAP1
chr12,12568863,12568950,88,Cell adhesion|Unclassified|Cell cycle,52,3,1,0.26,260.0,chrM:0x5B2B,55,AJAP1,NAMED_GENE,AJAP1
chr12,12568863,12568950,88,Cell adhesion|Unclassified|Cell cycle,52,3,1,0.26,260.0,chrM:0x5B2B,55,AJAP1,NAMED_GENE,AJAP1
chr12,12666967,12667006,40,Proteolysis|Unclassified|Kinase|Cytoskeleton,39,4,1,0.195,195.0,chrM:0x5B2B,86,Regulatory:,REGULATORY,Regulatory:
chr12,13978736,13978814,79,Transcription|Unclassified|Cell adhesion,15,3,1,0.075,0.75,chrM:0x575D,,,UNKNOWN,Unresolved opcode sequence
chr12,17620339,17620424,86,Transcription|Chromatin|Cytoskeleton,11,3,1,0.055,55.0,chrM:0x71C7,98,Zinc finger protein 714,NAMED_GENE,Zinc finger protein 714
chr12,17620339,17620424,86,Transcription|Chromatin|Cytoskeleton,11,3,1,0.055,55.0,chrM:0x71C7,98,Zinc finger protein 714,NAMED_GENE,Zinc finger protein 714
chr12,19241077,19241114,38,Cytoskeleton|Chromatin|Cell adhesion|RNA processing,25,4,1,0.125,125.0,chrM:0x71C7,79,protein_coding: ZNF709,NAMED_GENE,protein_coding: ZNF709
chr12,23337012,23337111,100,Chromatin|RNA processing|Unclassified,14,3,1,0.07,4.67,chrM:0x575D,68,No features in Ensembl GRCh38,TRULY_UNKNOWN,No features in Ensembl GRCh38
chr12,24100238,24100276,39,RNA processing|Unclassified|Cytoskeleton|Protein folding,22,4,1,0.11,110.0,chrM:0x5B2B,90,Putative olfactory receptor 1F12P,NAMED_GENE,Putative olfactory receptor 1F12P
chr12,24100238,24100276,39,RNA processing|Unclassified|Cytoskeleton|Protein folding,22,4,1,0.11,110.0,chrM:0x5B2B,90,Putative olfactory receptor 1F12P,NAMED_GENE,Putative olfactory receptor 1F12P
chr12,29514823,29514915,93,Chromatin|Cytoskeleton|Unclassified|Cytoskeleton|DNA repair,52,4,1,0.26,20.8,chrM:0x5B2B,75,lncRNA: ENSG00000308311,REGULATORY,lncRNA: ENSG00000308311
chr12,29514823,29514915,93,Chromatin|Cytoskeleton|Unclassified|Cytoskeleton|DNA repair,52,4,1,0.26,20.8,chrM:0x5B2B,75,lncRNA: ENSG00000308311,REGULATORY,lncRNA: ENSG00000308311
chr12,29514823,29514915,93,Chromatin|Cytoskeleton|Unclassified|Cytoskeleton|DNA repair,52,4,1,0.26,20.8,chrM:0x5B2B,75,lncRNA: ENSG00000308311,REGULATORY,lncRNA: ENSG00000308311
chr12,29514823,29514915,93,Chromatin|Cytoskeleton|Unclassified|Cytoskeleton|DNA repair,52,4,1,0.26,20.8,chrM:0x5B2B,75,lncRNA: ENSG00000308311,REGULATORY,lncRNA: ENSG00000308311
chr12,29523118,29523282,165,Chromatin|Cell adhesion|Unclassified|Cell cycle|Chromatin,36,4,1,0.18,6.0,chrM:0x5B2B,55,AJAP1,NAMED_GENE,AJAP1
chr12,30078963,30079089,127,Unclassified|Transcription|Chromatin|RNA processing,49,4,1,0.245,8.91,chrM:0x71C7,80,protein_coding: SYT9,NAMED_GENE,protein_coding: SYT9
chr12,30107400,30107493,94,Unclassified|Transcription|Chromatin,61,3,1,0.305,5.3,chrM:0x71C7,80,protein_coding: SYT9,NAMED_GENE,protein_coding: SYT9
chr12,30505315,30505327,13,RNA processing|Unclassified|RNA processing|Cytoskeleton|Unclassified,26,3,1,0.13,26.0,chrM:0x5B2B,96,Ankyrin repeat domain-containing protein 36B,NAMED_GENE,Ankyrin repeat domain-containing protein 36B
chr12,30616094,30616135,42,Chromatin|RNA processing|Unclassified,18,3,1,0.09,12.0,chrM:0x5B2B,68,No features in Ensembl GRCh38,TRULY_UNKNOWN,No features in Ensembl GRCh38
chr12,30702293,30702398,106,Transcription|Chromatin|Cell adhesion|RNA processing|Unclassified|DNA repair,28,6,1,0.14,56.0,chrM:0x5B2B,"22,42","CN165_HUMAN,lncRNA: ENSG00000289368",NAMED_GENE,CN165_HUMAN + lncRNA: ENSG00000289368
chr12,30702293,30702398,106,Transcription|Chromatin|Cell adhesion|RNA processing|Unclassified|DNA repair,28,6,1,0.14,56.0,chrM:0x5B2B,"22,42","CN165_HUMAN,lncRNA: ENSG00000289368",NAMED_GENE,CN165_HUMAN + lncRNA: ENSG00000289368
chr12,30702293,30702398,106,Transcription|Chromatin|Cell adhesion|RNA processing|Unclassified|DNA repair,28,6,1,0.14,56.0,chrM:0x5B2B,"22,42","CN165_HUMAN,lncRNA: ENSG00000289368",NAMED_GENE,CN165_HUMAN + lncRNA: ENSG00000289368
chr12,30915173,30915224,52,Chromatin|Unclassified|DNA repair,22,3,1,0.11,8.8,chrM:0x71C7,64,Repeat: AluSp,REPEAT_ELEMENT,Repeat: AluSp
chr12,31245437,31245535,99,Unclassified|RNA processing|Cell cycle|Proteolysis|Protein folding,41,5,1,0.205,205.0,chrM:0x5B2B,14,GNB1 second hit,NAMED_GENE,GNB1 second hit
chr12,31245437,31245535,99,Unclassified|RNA processing|Cell cycle|Proteolysis|Protein folding,41,5,1,0.205,205.0,chrM:0x5B2B,14,GNB1 second hit,NAMED_GENE,GNB1 second hit
chr12,31245437,31245535,99,Unclassified|RNA processing|Cell cycle|Proteolysis|Protein folding,41,5,1,0.205,205.0,chrM:0x5B2B,14,GNB1 second hit,NAMED_GENE,GNB1 second hit
chr12,31245437,31245535,99,Unclassified|RNA processing|Cell cycle|Proteolysis|Protein folding,41,5,1,0.205,205.0,chrM:0x5B2B,14,GNB1 second hit,NAMED_GENE,GNB1 second hit
