entry_point,hop_depth,source_chromosome,source_position,pattern_id,pattern_function,target_chromosome,target_position
chrM:0x37DC,1,chr14,3248,21664153,Unclassified,chr14,2952
chrM:0x37DC,1,chr14,3228,21873281,Unclassified,chr14,2953
chrM:0x37DC,1,chr14,3228,21664154,Unclassified,chr14,2953
chrM:0x37DC,1,chr14,3248,21873281,Unclassified,chr14,2953
chrM:0x37DC,1,chr14,3248,21664154,Unclassified,chr14,2953
chrM:0x37DC,1,chr14,3228,21510800,Unclassified,chr14,2954
chrM:0x37DC,1,chr14,3248,21664155,Unclassified,chr14,2954
chrM:0x37DC,1,chr14,3228,21873283,Unclassified,chr14,2954
chrM:0x37DC,1,chr14,3248,21510800,Unclassified,chr14,2954
chrM:0x37DC,1,chr14,3248,21873283,Unclassified,chr14,2954
chrM:0x37DC,1,chr14,3228,21664155,Unclassified,chr14,2954
chrM:0x37DC,1,chr14,3228,21510801,Unclassified,chr14,2955
chrM:0x37DC,1,chr14,3228,21664156,Unclassified,chr14,2955
chrM:0x37DC,1,chr14,3248,21873286,Unclassified,chr14,2955
chrM:0x37DC,1,chr14,3248,21664156,Unclassified,chr14,2955
chrM:0x37DC,1,chr14,3228,21873286,Unclassified,chr14,2955
chrM:0x37DC,1,chr14,3248,21510801,Unclassified,chr14,2955
chrM:0x37DC,1,chr14,3248,21873288,Unclassified,chr14,2956
chrM:0x37DC,1,chr14,3248,21664157,Unclassified,chr14,2956
chrM:0x37DC,1,chr14,3228,21664157,Unclassified,chr14,2956
chrM:0x37DC,1,chr14,3248,22277486,Unclassified,chr14,2956
chrM:0x37DC,1,chr14,3228,21510802,Unclassified,chr14,2956
chrM:0x37DC,1,chr14,3228,22198369,Unclassified,chr14,2956
chrM:0x37DC,1,chr14,3248,21510802,Unclassified,chr14,2956
chrM:0x37DC,1,chr14,3228,22277486,Unclassified,chr14,2956
chrM:0x37DC,1,chr14,3228,21873288,Unclassified,chr14,2956
chrM:0x37DC,1,chr14,3248,22198369,Unclassified,chr14,2956
chrM:0x37DC,1,chr14,3248,21873290,Unclassified,chr14,2957
chrM:0x37DC,1,chr14,3228,21873290,Unclassified,chr14,2957
chrM:0x37DC,1,chr14,3228,21510803,Unclassified,chr14,2957
chrM:0x37DC,1,chr14,3248,21664158,Unclassified,chr14,2957
chrM:0x37DC,1,chr14,3228,21664158,Unclassified,chr14,2957
chrM:0x37DC,1,chr14,3248,21510803,Unclassified,chr14,2957
chrM:0x37DC,1,chr14,3248,21873291,Unclassified,chr14,2958
chrM:0x37DC,1,chr14,3248,21664159,Unclassified,chr14,2958
chrM:0x37DC,1,chr14,3228,21873291,Unclassified,chr14,2958
chrM:0x37DC,1,chr14,3228,21664159,Unclassified,chr14,2958
chrM:0x37DC,1,chr14,3248,21510804,Unclassified,chr14,2958
chrM:0x37DC,1,chr14,3228,21510804,Unclassified,chr14,2958
chrM:0x37DC,1,chr14,3248,21873293,Unclassified,chr14,2959
chrM:0x37DC,1,chr14,3228,21200925,Unclassified,chr14,2959
chrM:0x37DC,1,chr14,3228,21664160,Unclassified,chr14,2959
chrM:0x37DC,1,chr14,3248,21510805,Unclassified,chr14,2959
chrM:0x37DC,1,chr14,3248,21664160,Unclassified,chr14,2959
chrM:0x37DC,1,chr14,3228,21873293,Unclassified,chr14,2959
chrM:0x37DC,1,chr14,3228,21510805,Unclassified,chr14,2959
chrM:0x37DC,1,chr14,3248,21200925,Unclassified,chr14,2959
chrM:0x37DC,1,chr14,3228,22405294,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3228,21200927,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3248,22405294,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3248,22357974,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3228,22198372,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3228,22277488,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3228,22357974,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3248,21664161,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3248,21510806,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3248,22198372,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3248,21200927,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3228,21873297,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3248,22277488,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3228,21664161,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3228,21510806,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3248,21873297,Unclassified,chr14,2960
chrM:0x37DC,1,chr14,3248,21200929,Unclassified,chr14,2961
chrM:0x37DC,1,chr14,3228,21510807,Unclassified,chr14,2961
chrM:0x37DC,1,chr14,3248,21510807,Unclassified,chr14,2961
chrM:0x37DC,1,chr14,3228,21200929,Unclassified,chr14,2961
chrM:0x37DC,1,chr14,3228,21664162,Unclassified,chr14,2961
chrM:0x37DC,1,chr14,3248,21873299,Unclassified,chr14,2961
chrM:0x37DC,1,chr14,3248,21664162,Unclassified,chr14,2961
chrM:0x37DC,1,chr14,3228,21873299,Unclassified,chr14,2961
chrM:0x37DC,1,chr14,3228,21664163,Unclassified,chr14,2962
chrM:0x37DC,1,chr14,3228,21200931,Unclassified,chr14,2962
chrM:0x37DC,1,chr14,3248,21664163,Unclassified,chr14,2962
chrM:0x37DC,1,chr14,3248,21873302,Unclassified,chr14,2962
chrM:0x37DC,1,chr14,3248,21510808,Unclassified,chr14,2962
chrM:0x37DC,1,chr14,3228,21510808,Unclassified,chr14,2962
chrM:0x37DC,1,chr14,3228,21873302,Unclassified,chr14,2962
chrM:0x37DC,1,chr14,3248,21200931,Unclassified,chr14,2962
chrM:0x37DC,1,chr14,3228,2210542,Unclassified,chr14,2963
chrM:0x37DC,1,chr14,3228,1943460,Unclassified,chr14,2963
chrM:0x37DC,1,chr14,3248,1943460,Unclassified,chr14,2963
chrM:0x37DC,1,chr14,3248,1671613,Unclassified,chr14,2963
chrM:0x37DC,1,chr14,3248,1385129,Unclassified,chr14,2963
chrM:0x37DC,1,chr14,3228,1385129,Unclassified,chr14,2963
chrM:0x37DC,1,chr14,3228,1671613,Unclassified,chr14,2963
chrM:0x37DC,1,chr14,3248,2210542,Unclassified,chr14,2963
chrM:0x37DC,1,chr14,3228,2474093,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3248,2368,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3248,1385130,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3228,2523668,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3228,1671614,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3248,1671614,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3228,1385130,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3228,2210543,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3228,1943461,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3248,2474093,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3248,2210543,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3248,1943461,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3228,2368,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3248,2523668,Unclassified,chr14,2964
chrM:0x37DC,1,chr14,3248,1943462,Unclassified,chr14,2965
chrM:0x37DC,1,chr14,3228,1943462,Unclassified,chr14,2965
chrM:0x37DC,1,chr14,3248,2369,Unclassified,chr14,2965
chrM:0x37DC,1,chr14,3248,2210544,Unclassified,chr14,2965
chrM:0x37DC,1,chr14,3248,1671615,Unclassified,chr14,2965
chrM:0x37DC,1,chr14,3228,1385131,Unclassified,chr14,2965
chrM:0x37DC,1,chr14,3228,2210544,Unclassified,chr14,2965
chrM:0x37DC,1,chr14,3228,2369,Unclassified,chr14,2965
chrM:0x37DC,1,chr14,3228,1671615,Unclassified,chr14,2965
chrM:0x37DC,1,chr14,3248,1385131,Unclassified,chr14,2965
chrM:0x37DC,1,chr14,3228,2370,Unclassified,chr14,2966
chrM:0x37DC,1,chr14,3228,2210545,Unclassified,chr14,2966
chrM:0x37DC,1,chr14,3248,2370,Unclassified,chr14,2966
chrM:0x37DC,1,chr14,3228,1385132,Unclassified,chr14,2966
chrM:0x37DC,1,chr14,3248,1385132,Unclassified,chr14,2966
chrM:0x37DC,1,chr14,3248,1671616,Unclassified,chr14,2966
chrM:0x37DC,1,chr14,3228,2473143,Unclassified,chr14,2966
chrM:0x37DC,1,chr14,3248,2473143,Unclassified,chr14,2966
chrM:0x37DC,1,chr14,3228,1943463,Unclassified,chr14,2966
chrM:0x37DC,1,chr14,3248,1943463,Unclassified,chr14,2966
chrM:0x37DC,1,chr14,3228,1671616,Unclassified,chr14,2966
chrM:0x37DC,1,chr14,3248,2210545,Unclassified,chr14,2966
chrM:0x37DC,1,chr14,3228,2371,Unclassified,chr14,2967
chrM:0x37DC,1,chr14,3248,2371,Unclassified,chr14,2967
chrM:0x37DC,1,chr14,3248,1671617,Unclassified,chr14,2967
chrM:0x37DC,1,chr14,3228,1943464,Unclassified,chr14,2967
chrM:0x37DC,1,chr14,3248,1385133,Unclassified,chr14,2967
chrM:0x37DC,1,chr14,3228,2210546,Unclassified,chr14,2967
chrM:0x37DC,1,chr14,3228,1671617,Unclassified,chr14,2967
chrM:0x37DC,1,chr14,3228,1385133,Unclassified,chr14,2967
chrM:0x37DC,1,chr14,3248,2474450,Unclassified,chr14,2967
chrM:0x37DC,1,chr14,3228,2474450,Unclassified,chr14,2967
chrM:0x37DC,1,chr14,3248,1943464,Unclassified,chr14,2967
chrM:0x37DC,1,chr14,3248,2210546,Unclassified,chr14,2967
chrM:0x37DC,1,chr14,3248,1671618,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3248,1943465,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3248,22277496,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3248,2372,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3228,1385134,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3228,1671618,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3248,22357975,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3228,22357975,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3228,22405295,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3228,22277496,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3248,2474094,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3248,22405295,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3228,2210547,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3228,2372,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3248,1385134,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3228,1943465,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3248,2210547,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3228,2474094,Unclassified,chr14,2968
chrM:0x37DC,1,chr14,3228,1385135,Unclassified,chr14,2969
chrM:0x37DC,1,chr14,3228,1671619,Unclassified,chr14,2969
chrM:0x37DC,1,chr14,3248,2474268,Unclassified,chr14,2969
chrM:0x37DC,1,chr14,3228,2474268,Unclassified,chr14,2969
chrM:0x37DC,1,chr14,3228,1943466,Unclassified,chr14,2969
chrM:0x37DC,1,chr14,3248,1943466,Unclassified,chr14,2969
chrM:0x37DC,1,chr14,3248,2373,Unclassified,chr14,2969
chrM:0x37DC,1,chr14,3228,2373,Unclassified,chr14,2969
chrM:0x37DC,1,chr14,3248,1385135,Unclassified,chr14,2969
chrM:0x37DC,1,chr14,3228,2210548,Unclassified,chr14,2969
chrM:0x37DC,1,chr14,3248,1671619,Unclassified,chr14,2969
chrM:0x37DC,1,chr14,3248,2210548,Unclassified,chr14,2969
chrM:0x37DC,1,chr14,3228,1943467,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3248,1943467,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3228,2210549,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3228,2473144,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3248,22278198,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3248,2374,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3248,1385136,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3248,2473144,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3228,1385136,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3228,1671620,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3228,2374,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3248,1671620,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3248,2210549,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3228,22278198,Unclassified,chr14,2970
chrM:0x37DC,1,chr14,3228,2210550,Unclassified,chr14,2971
chrM:0x37DC,1,chr14,3248,2474451,Unclassified,chr14,2971
chrM:0x37DC,1,chr14,3248,1943468,Unclassified,chr14,2971
chrM:0x37DC,1,chr14,3248,2375,Unclassified,chr14,2971
chrM:0x37DC,1,chr14,3228,1943468,Unclassified,chr14,2971
chrM:0x37DC,1,chr14,3228,2375,Unclassified,chr14,2971
chrM:0x37DC,1,chr14,3228,1385137,Unclassified,chr14,2971
chrM:0x37DC,1,chr14,3248,1671621,Unclassified,chr14,2971
chrM:0x37DC,1,chr14,3228,2474451,Unclassified,chr14,2971
chrM:0x37DC,1,chr14,3248,2210550,Unclassified,chr14,2971
chrM:0x37DC,1,chr14,3228,1671621,Unclassified,chr14,2971
chrM:0x37DC,1,chr14,3248,1385137,Unclassified,chr14,2971
chrM:0x37DC,1,chr14,3228,22277498,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3248,2376,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3248,2210551,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3248,22277498,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3248,1943469,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3228,1943469,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3228,2376,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3248,2474095,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3228,2474095,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3228,1671622,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3228,1385138,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3248,1385138,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3228,2210551,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3248,1671622,Unclassified,chr14,2972
chrM:0x37DC,1,chr14,3248,2474269,Unclassified,chr14,2973
chrM:0x37DC,1,chr14,3228,2474269,Unclassified,chr14,2973
chrM:0x37DC,1,chr14,3228,2473145,Unclassified,chr14,2974
chrM:0x37DC,1,chr14,3248,2473145,Unclassified,chr14,2974
chrM:0x37DC,1,chr14,3248,22357976,Unclassified,chr14,2976
chrM:0x37DC,1,chr14,3228,22198379,Unclassified,chr14,2976
chrM:0x37DC,1,chr14,3248,22277500,Unclassified,chr14,2976
chrM:0x37DC,1,chr14,3228,22357976,Unclassified,chr14,2976
chrM:0x37DC,1,chr14,3228,22277500,Unclassified,chr14,2976
chrM:0x37DC,1,chr14,3248,22405296,Unclassified,chr14,2976
chrM:0x37DC,1,chr14,3228,22405296,Unclassified,chr14,2976
chrM:0x37DC,1,chr14,3248,22198379,Unclassified,chr14,2976
chrM:0x37DC,1,chr14,3248,22199140,Unclassified,chr14,2978
chrM:0x37DC,1,chr14,3228,22199140,Unclassified,chr14,2978
chrM:0x37DC,1,chr14,3248,22198383,Unclassified,chr14,2980
chrM:0x37DC,1,chr14,3248,2210559,Unclassified,chr14,2980
chrM:0x37DC,1,chr14,3228,2210559,Unclassified,chr14,2980
chrM:0x37DC,1,chr14,3228,22198383,Unclassified,chr14,2980
chrM:0x37DC,1,chr14,3248,22277502,Unclassified,chr14,2980
chrM:0x37DC,1,chr14,3228,22277502,Unclassified,chr14,2980
chrM:0x37DC,1,chr14,3228,2210560,Unclassified,chr14,2981
chrM:0x37DC,1,chr14,3248,2210560,Unclassified,chr14,2981
chrM:0x37DC,1,chr14,3228,22278547,Unclassified,chr14,2982
chrM:0x37DC,1,chr14,3248,22278547,Unclassified,chr14,2982
chrM:0x37DC,1,chr14,3248,2210561,Unclassified,chr14,2982
chrM:0x37DC,1,chr14,3248,22199142,Unclassified,chr14,2982
chrM:0x37DC,1,chr14,3228,2210561,Unclassified,chr14,2982
chrM:0x37DC,1,chr14,3228,22199142,Unclassified,chr14,2982
chrM:0x37DC,1,chr14,3228,2210562,Unclassified,chr14,2983
chrM:0x37DC,1,chr14,3248,2210562,Unclassified,chr14,2983
chrM:0x37DC,1,chr14,3248,22277504,Unclassified,chr14,2984
chrM:0x37DC,1,chr14,3228,2210563,Unclassified,chr14,2984
chrM:0x37DC,1,chr14,3228,22405297,Unclassified,chr14,2984
chrM:0x37DC,1,chr14,3248,2210563,Unclassified,chr14,2984
chrM:0x37DC,1,chr14,3248,22198387,Unclassified,chr14,2984
chrM:0x37DC,1,chr14,3248,22405297,Unclassified,chr14,2984
chrM:0x37DC,1,chr14,3228,22357977,Unclassified,chr14,2984
chrM:0x37DC,1,chr14,3228,22198387,Unclassified,chr14,2984
chrM:0x37DC,1,chr14,3248,22357977,Unclassified,chr14,2984
chrM:0x37DC,1,chr14,3228,22277504,Unclassified,chr14,2984
chrM:0x37DC,1,chr14,3228,21873363,Unclassified,chr14,2985
chrM:0x37DC,1,chr14,3248,1943482,Unclassified,chr14,2985
chrM:0x37DC,1,chr14,3248,21873363,Unclassified,chr14,2985
chrM:0x37DC,1,chr14,3228,1943482,Unclassified,chr14,2985
chrM:0x37DC,1,chr14,3228,21873365,Unclassified,chr14,2986
chrM:0x37DC,1,chr14,3248,21873365,Unclassified,chr14,2986
chrM:0x37DC,1,chr14,3228,22278549,Unclassified,chr14,2986
chrM:0x37DC,1,chr14,3228,1943483,Unclassified,chr14,2986
chrM:0x37DC,1,chr14,3248,22199437,Unclassified,chr14,2986
chrM:0x37DC,1,chr14,3228,22199437,Unclassified,chr14,2986
chrM:0x37DC,1,chr14,3248,22278549,Unclassified,chr14,2986
chrM:0x37DC,1,chr14,3248,1943483,Unclassified,chr14,2986
chrM:0x37DC,1,chr14,3228,21873367,Unclassified,chr14,2987
chrM:0x37DC,1,chr14,3228,1943484,Unclassified,chr14,2987
chrM:0x37DC,1,chr14,3248,21873367,Unclassified,chr14,2987
chrM:0x37DC,1,chr14,3248,1943484,Unclassified,chr14,2987
chrM:0x37DC,1,chr14,3248,22277505,Unclassified,chr14,2988
chrM:0x37DC,1,chr14,3228,1943485,Unclassified,chr14,2988
chrM:0x37DC,1,chr14,3248,21873370,Unclassified,chr14,2988
chrM:0x37DC,1,chr14,3228,21873370,Unclassified,chr14,2988
chrM:0x37DC,1,chr14,3248,1943485,Unclassified,chr14,2988
chrM:0x37DC,1,chr14,3228,22198390,Unclassified,chr14,2988
chrM:0x37DC,1,chr14,3228,22277505,Unclassified,chr14,2988
chrM:0x37DC,1,chr14,3248,22198390,Unclassified,chr14,2988
chrM:0x37DC,1,chr14,3248,21873373,Unclassified,chr14,2989
chrM:0x37DC,1,chr14,3248,1943486,Unclassified,chr14,2989
chrM:0x37DC,1,chr14,3228,21873373,Unclassified,chr14,2989
chrM:0x37DC,1,chr14,3228,1943486,Unclassified,chr14,2989
chrM:0x37DC,1,chr14,3228,1671640,Unclassified,chr14,2990
chrM:0x37DC,1,chr14,3248,22199438,Unclassified,chr14,2990
chrM:0x37DC,1,chr14,3248,21873374,Unclassified,chr14,2990
chrM:0x37DC,1,chr14,3248,1671640,Unclassified,chr14,2990
chrM:0x37DC,1,chr14,3228,22199438,Unclassified,chr14,2990
chrM:0x37DC,1,chr14,3248,21664191,Unclassified,chr14,2990
chrM:0x37DC,1,chr14,3228,21664191,Unclassified,chr14,2990
chrM:0x37DC,1,chr14,3228,21873374,Unclassified,chr14,2990
chrM:0x37DC,1,chr14,3248,21664192,Unclassified,chr14,2991
chrM:0x37DC,1,chr14,3248,1671641,Unclassified,chr14,2991
chrM:0x37DC,1,chr14,3248,21873377,Unclassified,chr14,2991
chrM:0x37DC,1,chr14,3228,21664192,Unclassified,chr14,2991
chrM:0x37DC,1,chr14,3228,1671641,Unclassified,chr14,2991
chrM:0x37DC,1,chr14,3228,21873377,Unclassified,chr14,2991
chrM:0x37DC,1,chr14,3248,21664193,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3228,22198393,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3228,1671642,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3228,22357981,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3228,21873379,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3248,22357981,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3248,22277507,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3248,22405298,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3248,22198393,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3248,21873379,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3228,21664193,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3228,22277507,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3248,1671642,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3228,22405298,Unclassified,chr14,2992
chrM:0x37DC,1,chr14,3228,1671643,Unclassified,chr14,2993
chrM:0x37DC,1,chr14,3228,21873382,Unclassified,chr14,2993
chrM:0x37DC,1,chr14,3248,21664194,Unclassified,chr14,2993
chrM:0x37DC,1,chr14,3248,1671643,Unclassified,chr14,2993
chrM:0x37DC,1,chr14,3248,21873382,Unclassified,chr14,2993
chrM:0x37DC,1,chr14,3228,21664194,Unclassified,chr14,2993
chrM:0x37DC,1,chr14,3248,21873384,Unclassified,chr14,2994
chrM:0x37DC,1,chr14,3228,22199441,Unclassified,chr14,2994
chrM:0x37DC,1,chr14,3248,22199441,Unclassified,chr14,2994
chrM:0x37DC,1,chr14,3248,21664195,Unclassified,chr14,2994
chrM:0x37DC,1,chr14,3228,21664195,Unclassified,chr14,2994
chrM:0x37DC,1,chr14,3248,1671644,Unclassified,chr14,2994
chrM:0x37DC,1,chr14,3228,21873384,Unclassified,chr14,2994
chrM:0x37DC,1,chr14,3228,1671644,Unclassified,chr14,2994
chrM:0x37DC,1,chr14,3248,21664196,Unclassified,chr14,2995
chrM:0x37DC,1,chr14,3228,21873386,Unclassified,chr14,2995
chrM:0x37DC,1,chr14,3228,21510841,Unclassified,chr14,2995
chrM:0x37DC,1,chr14,3228,21664196,Unclassified,chr14,2995
chrM:0x37DC,1,chr14,3248,21510841,Unclassified,chr14,2995
chrM:0x37DC,1,chr14,3248,21873386,Unclassified,chr14,2995
chrM:0x37DC,1,chr14,3248,1385161,Unclassified,chr14,2995
chrM:0x37DC,1,chr14,3228,1385161,Unclassified,chr14,2995
chrM:0x37DC,1,chr14,3248,22198395,Unclassified,chr14,2996
chrM:0x37DC,1,chr14,3248,1385162,Unclassified,chr14,2996
chrM:0x37DC,1,chr14,3228,21664197,Unclassified,chr14,2996
chrM:0x37DC,1,chr14,3228,22277509,Unclassified,chr14,2996
chrM:0x37DC,1,chr14,3228,22198395,Unclassified,chr14,2996
chrM:0x37DC,1,chr14,3228,1385162,Unclassified,chr14,2996
chrM:0x37DC,1,chr14,3248,22277509,Unclassified,chr14,2996
chrM:0x37DC,1,chr14,3228,21510842,Unclassified,chr14,2996
chrM:0x37DC,1,chr14,3248,21664197,Unclassified,chr14,2996
chrM:0x37DC,1,chr14,3228,21873388,Unclassified,chr14,2996
chrM:0x37DC,1,chr14,3248,21510842,Unclassified,chr14,2996
chrM:0x37DC,1,chr14,3248,21873388,Unclassified,chr14,2996
chrM:0x37DC,1,chr14,3248,21873390,Unclassified,chr14,2997
chrM:0x37DC,1,chr14,3228,21664198,Unclassified,chr14,2997
chrM:0x37DC,1,chr14,3228,1385163,Unclassified,chr14,2997
chrM:0x37DC,1,chr14,3228,21510843,Unclassified,chr14,2997
chrM:0x37DC,1,chr14,3248,1385163,Unclassified,chr14,2997
chrM:0x37DC,1,chr14,3248,21510843,Unclassified,chr14,2997
chrM:0x37DC,1,chr14,3248,21664198,Unclassified,chr14,2997
chrM:0x37DC,1,chr14,3228,21873390,Unclassified,chr14,2997
chrM:0x37DC,1,chr14,3228,21664199,Unclassified,chr14,2998
chrM:0x37DC,1,chr14,3248,21664199,Unclassified,chr14,2998
chrM:0x37DC,1,chr14,3248,1385164,Unclassified,chr14,2998
chrM:0x37DC,1,chr14,3228,21510844,Unclassified,chr14,2998
chrM:0x37DC,1,chr14,3228,1385164,Unclassified,chr14,2998
chrM:0x37DC,1,chr14,3248,21510844,Unclassified,chr14,2998
chrM:0x37DC,1,chr14,3228,22199443,Unclassified,chr14,2998
chrM:0x37DC,1,chr14,3228,21873392,Unclassified,chr14,2998
chrM:0x37DC,1,chr14,3248,22199443,Unclassified,chr14,2998
chrM:0x37DC,1,chr14,3248,21873392,Unclassified,chr14,2998
chrM:0x37DC,1,chr14,3228,21510845,Unclassified,chr14,2999
chrM:0x37DC,1,chr14,3248,21873393,Unclassified,chr14,2999
chrM:0x37DC,1,chr14,3228,1385165,Unclassified,chr14,2999
chrM:0x37DC,1,chr14,3248,1385165,Unclassified,chr14,2999
chrM:0x37DC,1,chr14,3228,21873393,Unclassified,chr14,2999
chrM:0x37DC,1,chr14,3248,21664200,Unclassified,chr14,2999
chrM:0x37DC,1,chr14,3248,21510845,Unclassified,chr14,2999
chrM:0x37DC,1,chr14,3228,21664200,Unclassified,chr14,2999
chrM:0x37DC,1,chr14,3248,21510846,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3228,22357982,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3228,21510846,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3248,21664201,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3228,21201013,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3228,21873395,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3248,21873395,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3228,22198397,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3228,22277514,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3248,22277514,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3228,21664201,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3248,21201013,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3228,2404,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3248,22198397,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3248,2404,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3248,22357982,Unclassified,chr14,3000
chrM:0x37DC,1,chr14,3228,21873398,Unclassified,chr14,3001
chrM:0x37DC,1,chr14,3248,21664202,Unclassified,chr14,3001
chrM:0x37DC,1,chr14,3228,21510847,Unclassified,chr14,3001
chrM:0x37DC,1,chr14,3228,2405,Unclassified,chr14,3001
chrM:0x37DC,1,chr14,3248,21510847,Unclassified,chr14,3001
chrM:0x37DC,1,chr14,3248,2405,Unclassified,chr14,3001
chrM:0x37DC,1,chr14,3228,21664202,Unclassified,chr14,3001
chrM:0x37DC,1,chr14,3228,21201015,Unclassified,chr14,3001
chrM:0x37DC,1,chr14,3248,21201015,Unclassified,chr14,3001
chrM:0x37DC,1,chr14,3248,21873398,Unclassified,chr14,3001
chrM:0x37DC,1,chr14,3228,21201017,Unclassified,chr14,3002
