gene,department
TCP10L,Transcription
TCP11L1,Signaling
TCP11L2,Signaling
TCTN3,Apoptosis
TDG,Chromatin
TDG,DNA repair
TDG,Nuc acid bind
TDP1,DNA repair
TDP2,Signaling
TDP2,DNA repair
TDRD10,Nuc acid bind
TDRD12,Nuc acid bind
TDRD3,Chromatin
TDRD3,Nuc acid bind
TDRD7,Nuc acid bind
TDRD9,Nuc acid bind
TDRKH,Nuc acid bind
TEAD1,Transcription
TEAD2,Transcription
TEAD3,Transcription
TEAD4,Transcription
TEC,Kinase
TEC,Signaling
TECTA,Structural
TECTB,Structural
TEDC1,Cytoskeleton
TEDC2,Cytoskeleton
TEF,Transcription
TEFM,Nuc acid bind
TEK,Kinase
TEK,Signaling
TENM1,Signaling
TENM1,Immune
TENM2,Transcription
TENM2,Signaling
TENM2,Cell adhesion
TENM3,Signaling
TENM3,Cell adhesion
TENM4,Signaling
TENT2,RNA processing
TENT4A,RNA processing
TENT4B,Cell cycle
TENT4B,RNA processing
TENT4B,Nuc acid bind
TENT5A,Nuc acid bind
TENT5C,Nuc acid bind
TEP1,Nuc acid bind
TERF1,Cell cycle
TERF2IP,Transcription
TERF2IP,Signaling
TERT,Nuc acid bind
TES,Nuc acid bind
TESK1,Kinase
TESK2,Kinase
TESMIN,Transcription
TET1,Chromatin
TET1,Transcription
TET2,Chromatin
TET2,Transcription
TET3,Chromatin
TET3,Transcription
TEX13A,Nuc acid bind
TEX14,Cell cycle
TEX14,Kinase
TEX15,DNA repair
TEX2,Signaling
TEX264,DNA repair
TF,Signaling
TF,Ion channel
TFAM,Nuc acid bind
TFAP2A,Transcription
TFAP2B,Transcription
TFAP2C,Transcription
TFAP2D,Transcription
TFAP2E,Transcription
TFAP4,Transcription
TFAP4,Apoptosis
TFB1M,Nuc acid bind
TFB1M,Methylation
TFB2M,Nuc acid bind
TFB2M,Methylation
TFCP2,Transcription
TFCP2L1,Transcription
TFDP1,Transcription
TFDP2,Transcription
TFDP3,Transcription
TFDP3,DNA repair
TFE3,Transcription
TFEB,Transcription
TFEC,Transcription
TFF1,Signaling
TFG,Transport
TFIP11,RNA processing
TFIP11,Nuc acid bind
TFPI2,Structural
TFPT,Chromatin
TFPT,DNA repair
TFPT,Apoptosis
TFR2,Transcription
TFRC,Signaling
TFRC,Nuc acid bind
TG,Signaling
TGFA,Signaling
TGFB1,Transcription
TGFB1,Apoptosis
TGFB1I1,Cell adhesion
TGFB2,Apoptosis
TGFB3,Transcription
TGFB3,Apoptosis
TGFBI,Structural
TGFBI,Cell adhesion
TGFBR1,Transcription
TGFBR1,Kinase
TGFBR1,Signaling
TGFBR1,Apoptosis
TGFBR2,Kinase
TGFBR2,Apoptosis
TGFBR3,Signaling
TGFBR3,Immune
TGFBRAP1,Transcription
TGFBRAP1,Signaling
TGFBRAP1,Transport
TGIF1,Transcription
TGIF2,Transcription
TGIF2LX,Transcription
TGIF2LY,Transcription
TGM2,Chromatin
TGM2,Proteolysis
TGM2,Apoptosis
TGM3,Structural
TGS1,Methylation
THAP1,Transcription
THAP11,Transcription
THAP12,Signaling
THAP3,Transcription
THAP5,Transcription
THAP7,Chromatin
THAP7,Transcription
THBD,Proteolysis
THBS1,Immune
THBS1,Structural
THBS1,Apoptosis
THBS1,Cell adhesion
THBS2,Structural
THBS2,Cell adhesion
THBS3,Structural
THBS3,Cell adhesion
THBS4,Signaling
THBS4,Cell adhesion
THEM4,Apoptosis
THEMIS2,Immune
THEMIS2,Cell adhesion
THNSL2,Signaling
THOC1,Signaling
THOC1,RNA processing
THOC1,Nuc acid bind
THOC1,Apoptosis
THOC2,RNA processing
THOC2,Nuc acid bind
THOC3,RNA processing
THOC3,Nuc acid bind
THOC5,RNA processing
THOC5,Nuc acid bind
THOC6,RNA processing
THOC6,Nuc acid bind
THOC6,Apoptosis
THOC7,RNA processing
THOC7,Nuc acid bind
THOP1,Ubiquitin
THOP1,Proteolysis
THRA,Transcription
THRAP3,Transcription
THRAP3,RNA processing
THRAP3,Nuc acid bind
THRB,Transcription
THSD4,Structural
THUMPD1,Nuc acid bind
THUMPD2,Nuc acid bind
THUMPD2,Methylation
THUMPD3,Nuc acid bind
THUMPD3,Methylation
THY1,Signaling
THY1,Cell adhesion
THY1,Cytoskeleton
TIA1,RNA processing
TIA1,Nuc acid bind
TIA1,Apoptosis
TIAL1,Transcription
TIAL1,Nuc acid bind
TIAL1,Apoptosis
TIAM1,Signaling
TIAM1,GTPase
TIAM2,Signaling
TIAM2,GTPase
TICAM1,Signaling
TICAM1,Immune
TICAM1,Apoptosis
TICAM2,Signaling
TICAM2,Immune
TICRR,DNA repair
TIE1,Kinase
TIE1,Signaling
TIFA,Immune
TIGAR,DNA repair
TIGAR,Apoptosis
TIGD1,Nuc acid bind
TIGD2,Nuc acid bind
TIGD3,Nuc acid bind
TIGD4,Nuc acid bind
TIGD5,Nuc acid bind
TIGD6,Nuc acid bind
TIGD7,Nuc acid bind
TIMELESS,Cell cycle
TIMELESS,DNA repair
TIMM10B,Protein folding
TIMM50,Nuc acid bind
TIMM50,Phosphatase
TIMP1,Signaling
TINAG,Proteolysis
TINAG,Cell adhesion
TINAGL1,Proteolysis
TINAGL1,Structural
TIPIN,Cell cycle
TIPIN,DNA repair
TIRAP,Signaling
TIRAP,Immune
TLE1,Transcription
TLE1,Signaling
TLE2,Transcription
TLE2,Signaling
TLE3,Transcription
TLE3,Signaling
TLE4,Transcription
TLE5,Transcription
TLE6,Transcription
TLE7,Transcription
TLK1,Chromatin
TLK1,Kinase
TLK1,Signaling
TLK1,DNA repair
TLK2,Chromatin
TLK2,Kinase
TLK2,Signaling
TLK2,DNA repair
TLL1,Proteolysis
TLL2,Proteolysis
TLN1,Structural
TLN1,Cell adhesion
TLN2,Structural
TLN2,Cell adhesion
TLR1,Signaling
TLR1,Immune
TLR10,Signaling
TLR10,Immune
TLR2,Transcription
TLR2,Signaling
TLR2,Immune
TLR2,Apoptosis
TLR3,Transcription
TLR3,Signaling
TLR3,Nuc acid bind
TLR3,Immune
TLR4,Transcription
TLR4,Signaling
TLR4,Immune
TLR5,Signaling
TLR5,Immune
TLR6,Signaling
TLR6,Immune
TLR7,Transcription
TLR7,Signaling
TLR7,Immune
TLR8,Signaling
TLR8,Nuc acid bind
TLR8,Immune
TLR9,Transcription
TLR9,Signaling
TLR9,Immune
TLX1,Transcription
TLX2,Transcription
TLX3,Transcription
TM2D1,Apoptosis
TM9SF4,Cell adhesion
TMBIM4,Apoptosis
TMBIM6,Transcription
TMBIM6,Apoptosis
TMC1,Ion channel
TMC2,Ion channel
TMC4,Ion channel
TMC8,Apoptosis
TMCO1,Ion channel
TMDD1,Signaling
TMED1,Signaling
TMED1,Immune
TMED10,Transport
TMED2,Transport
TMEM102,Signaling
TMEM102,Apoptosis
TMEM106A,Signaling
TMEM106A,Immune
TMEM109,Ion channel
TMEM116,Signaling
TMEM120A,Immune
TMEM120A,Ion channel
TMEM120B,Ion channel
TMEM129,Ubiquitin
TMEM14A,Apoptosis
TMEM14C,Transport
TMEM165,Ion channel
TMEM175,Ion channel
TMEM184A,Transport
TMEM184B,Transport
TMEM184C,Transport
TMEM196,Apoptosis
TMEM214,Apoptosis
TMEM219,Apoptosis
TMEM266,Transport
TMEM266,Ion channel
TMEM30A,Structural
TMEM33,Immune
TMEM37,Ion channel
TMEM38A,Ion channel
TMEM38B,Ion channel
TMEM43,Immune
TMEM45B,Immune
TMEM59,Proteolysis
TMEM63A,Nuc acid bind
TMEM63A,Ion channel
TMEM63B,Ion channel
TMEM63C,Ion channel
TMEM67,Protein folding
TMEM8B,Cell adhesion
TMEM94,Ion channel
TMF1,Transcription
TMIGD3,Signaling
TMIGD3,Immune
TMPRSS11A,Proteolysis
TMPRSS11B,Proteolysis
TMPRSS11D,Proteolysis
TMPRSS11E,Proteolysis
TMPRSS11F,Proteolysis
TMPRSS12,Proteolysis
TMPRSS13,Proteolysis
TMPRSS15,Proteolysis
TMPRSS2,Proteolysis
TMPRSS3,Proteolysis
TMPRSS4,Proteolysis
TMPRSS5,Proteolysis
TMPRSS6,Transcription
TMPRSS6,Proteolysis
TMPRSS7,Proteolysis
TMPRSS9,Proteolysis
TMSB4X,Nuc acid bind
TMT1A,Methylation
TMT1B,Methylation
TMTC1,RNA processing
TNC,Structural
TNC,Cell adhesion
TNF,Chromatin
TNF,Transcription
TNF,Immune
TNF,Apoptosis
TNFAIP1,Ubiquitin
TNFAIP1,Immune
TNFAIP1,Apoptosis
TNFAIP3,Proteolysis
TNFAIP3,Immune
TNFAIP3,Apoptosis
TNFAIP6,Signaling
TNFAIP6,Immune
TNFAIP6,Cell adhesion
TNFAIP8,Apoptosis
TNFAIP8L2,Immune
TNFRSF10A,Signaling
TNFRSF10A,Apoptosis
TNFRSF10B,Signaling
TNFRSF10B,Apoptosis
TNFRSF10C,Apoptosis
TNFRSF10D,Signaling
TNFRSF10D,Apoptosis
TNFRSF11A,Signaling
TNFRSF11B,Signaling
TNFRSF11B,Apoptosis
TNFRSF12A,Apoptosis
TNFRSF12A,Cell adhesion
TNFRSF13B,Signaling
TNFRSF14,Signaling
TNFRSF14,Immune
TNFRSF17,Signaling
TNFRSF18,Signaling
TNFRSF18,Apoptosis
TNFRSF19,Apoptosis
TNFRSF1A,Transcription
TNFRSF1A,Signaling
TNFRSF1A,Immune
TNFRSF1A,Apoptosis
TNFRSF1B,Immune
TNFRSF1B,Apoptosis
TNFRSF21,Signaling
TNFRSF21,Apoptosis
TNFRSF25,Signaling
TNFRSF25,Apoptosis
TNFRSF4,Transcription
TNFRSF4,Immune
TNFRSF6B,Apoptosis
TNFRSF8,Signaling
TNFRSF8,Apoptosis
TNFRSF9,Apoptosis
TNFSF10,Signaling
TNFSF10,Immune
TNFSF10,Apoptosis
TNFSF11,Transcription
TNFSF11,Signaling
TNFSF11,Immune
TNFSF12,Signaling
TNFSF12,Immune
TNFSF12,Apoptosis
TNFSF13,Signaling
TNFSF13,Immune
TNFSF13B,Signaling
TNFSF13B,Immune
TNFSF14,Signaling
TNFSF14,Immune
TNFSF14,Apoptosis
TNFSF15,Signaling
TNFSF15,Immune
TNFSF18,Signaling
TNFSF18,Immune
TNFSF4,Transcription
TNFSF4,Signaling
TNFSF4,Immune
TNFSF8,Signaling
TNFSF8,Immune
TNFSF9,Signaling
TNFSF9,Immune
TNIK,Kinase
TNIK,Signaling
TNIK,Cytoskeleton
TNIP1,Transcription
TNIP1,Immune
TNIP1,Translation
TNIP2,Transcription
TNIP2,Immune
TNIP2,Apoptosis
TNIP3,Transcription
TNIP3,Immune
TNK1,Kinase
TNK2,Kinase
TNK2,Signaling
TNK2,GTPase
TNKS,Transcription
TNKS,Cell cycle
TNKS,Ubiquitin
TNKS2,Ubiquitin
TNNI3K,Kinase
TNP1,Chromatin
TNPO1,Nuc acid bind
TNR,Cell adhesion
TNRC18,Chromatin
TNRC6A,Nuc acid bind
TNRC6B,Nuc acid bind
TNRC6C,Nuc acid bind
TNS1,Nuc acid bind
TNS1,Phosphatase
TNS2,Phosphatase
TNS3,Phosphatase
TNXB,Structural
TNXB,Cell adhesion
TOE1,Nuc acid bind
TOGARAM1,Cytoskeleton
TOGARAM2,Cytoskeleton
TOLLIP,Kinase
TOLLIP,Signaling
TOLLIP,Immune
TOM1,Signaling
TOM1L1,Signaling
TOM1L2,Signaling
TOMM20,Protein folding
TOMM40,Transport
TOMM40,Ion channel
TOMM40L,Transport
TOMM40L,Ion channel
TOMT,Methylation
TONSL,Chromatin
TONSL,DNA repair
TOP1,Chromatin
TOP1,Nuc acid bind
TOP2A,Chromatin
TOP2A,DNA repair
TOP2A,Nuc acid bind
TOP2A,Apoptosis
TOP3A,DNA repair
TOP3B,DNA repair
TOP3B,Nuc acid bind
TOPBP1,Chromatin
TOPBP1,DNA repair
TOPORS,Ubiquitin
TOPORS,DNA repair
TOR1A,Cell adhesion
TOR1A,Protein folding
TOX,Chromatin
TOX,Transcription
TOX2,Transcription
TOX3,Transcription
TOX3,Apoptosis
TOX4,Transcription
TP53,Transcription
TP53,DNA repair
TP53,Apoptosis
TP53AIP1,Apoptosis
TP53BP1,Chromatin
TP53BP1,Transcription
TP53BP1,DNA repair
TP53BP2,Signaling
TP53BP2,Apoptosis
TP53I3,Apoptosis
TP53INP1,Apoptosis
TP53RK,Kinase
TP53TG5,Signaling
TP63,Transcription
TP63,DNA repair
TP63,Apoptosis
TP73,Transcription
TP73,DNA repair
TP73,Apoptosis
TPBG,Cell adhesion
TPCN1,Transport
TPCN1,Ion channel
TPCN2,Transport
TPCN2,Ion channel
TPD52L2,Nuc acid bind
TPM1,Structural
TPM1,Cytoskeleton
TPMT,Methylation
TPP1,Proteolysis
TPP2,Ubiquitin
TPP2,Proteolysis
TPPP,Cell cycle
TPPP,GTPase
TPR,Transcription
TPR,Cell cycle
TPR,Nuc acid bind
TPRX1,Transcription
TPRX2,Transcription
TPRXL,Transcription
TPSAB1,Proteolysis
TPSB2,Proteolysis
TPSD1,Proteolysis
TPSG1,Proteolysis
TPT1,Nuc acid bind
TPT1,Ion channel
TPT1P8,Apoptosis
TPTE,Signaling
TPTE,Transport
TPTE,Ion channel
TPTE,Phosphatase
TPTE2,Transport
TPTE2,Ion channel
TPX2,Cell cycle
TPX2,Apoptosis
TRA2A,RNA processing
TRA2A,Nuc acid bind
TRA2B,RNA processing
TRA2B,Nuc acid bind
TRABD2A,Proteolysis
TRABD2B,Proteolysis
TRADD,Signaling
TRADD,Immune
TRADD,Apoptosis
TRAF1,Signaling
TRAF1,Apoptosis
TRAF2,Ubiquitin
TRAF2,Signaling
TRAF2,Immune
TRAF2,Apoptosis
TRAF3,Signaling
TRAF3,Immune
TRAF3,Apoptosis
TRAF3IP2,Ubiquitin
TRAF3IP2,Signaling
TRAF3IP2,Immune
TRAF4,Signaling
TRAF4,Immune
TRAF4,Apoptosis
TRAF5,Signaling
TRAF5,Immune
TRAF5,Apoptosis
TRAF6,Transcription
TRAF6,Ubiquitin
TRAF6,Signaling
TRAF6,DNA repair
TRAF6,Immune
TRAF7,Ubiquitin
TRAF7,Apoptosis
TRAIP,Ubiquitin
TRAIP,Signaling
TRAIP,DNA repair
TRAIP,Apoptosis
TRAK1,Transcription
TRAK2,Transcription
TRAP1,Nuc acid bind
TRAP1,Protein folding
TRAPPC1,Transport
TRAPPC10,Transport
TRAPPC11,Transport
TRAPPC12,Transport
TRAPPC2,Transport
TRAPPC2B,Transport
TRAPPC2L,Transport
TRAPPC3,Transport
TRAPPC3L,Transport
TRAPPC4,Transport
TRAPPC5,Transport
TRAPPC6A,Transport
TRAPPC8,Transport
TRAT1,Signaling
TRAV14DV4,Immune
TRAV19,Immune
TRAV2,Immune
TRAV27,Immune
TRAV29DV5,Immune
TRAV38-1,Immune
TRAV38-2DV8,Immune
TRAV8-4,Immune
TRB,Signaling
TRBC1,Immune
TRBV10-1,Signaling
TRBV10-2,Signaling
TRBV10-3,Signaling
TRBV11-1,Signaling
TRBV11-2,Signaling
TRBV11-3,Signaling
TRBV12-3,Signaling
TRBV12-3,Immune
TRBV12-4,Signaling
TRBV12-5,Signaling
TRBV13,Signaling
TRBV14,Signaling
TRBV15,Signaling
TRBV16,Signaling
TRBV17,Signaling
TRBV18,Signaling
TRBV19,Signaling
TRBV2,Signaling
TRBV20-1,Signaling
TRBV20OR9-2,Signaling
TRBV23-1,Signaling
TRBV24-1,Signaling
TRBV25-1,Signaling
TRBV27,Signaling
TRBV28,Signaling
TRBV29-1,Signaling
TRBV3-1,Signaling
TRBV30,Signaling
TRBV4-1,Signaling
TRBV4-2,Signaling
TRBV4-3,Signaling
TRBV5-1,Signaling
TRBV5-3,Signaling
TRBV5-4,Signaling
TRBV5-5,Signaling
TRBV5-6,Signaling
TRBV5-7,Signaling
TRBV5-8,Signaling
TRBV6-1,Signaling
TRBV6-2,Signaling
TRBV6-3,Signaling
TRBV6-4,Signaling
TRBV6-5,Signaling
TRBV6-6,Signaling
TRBV6-7,Signaling
TRBV6-8,Signaling
TRBV6-9,Signaling
TRBV7-1,Signaling
TRBV7-2,Signaling
TRBV7-3,Signaling
TRBV7-4,Signaling
TRBV7-6,Signaling
TRBV7-7,Signaling
TRBV7-8,Signaling
TRBV7-9,Signaling
TRBV7-9,Immune
TRBV9,Signaling
TRDMT1,Nuc acid bind
TRDMT1,Methylation
TRDV1,Immune
TRDV2,Immune
TRDV3,Immune
TREM1,Signaling
TREM1,Immune
TREM2,Signaling
TREM2,Immune
TREML1,Signaling
TREML1,Immune
TREML4,Immune
TRERF1,Transcription
TREX1,DNA repair
TREX1,Nuc acid bind
TREX2,DNA repair
TREX2,Nuc acid bind
TRGC2,Immune
TRGV2,Immune
TRGV3,Immune
TRGV4,Immune
TRGV5,Immune
TRGV8,Immune
TRGV9,Immune
TRH,Signaling
TRHDE,Signaling
TRHDE,Proteolysis
TRHR,Signaling
TRIAP1,Transcription
TRIAP1,Apoptosis
TRIB1,Transcription
TRIB1,Kinase
TRIB2,Kinase
TRIB3,Transcription
TRIB3,Apoptosis
TRIL,Immune
TRIM10,Immune
TRIM11,Ubiquitin
TRIM11,Immune
TRIM13,Ubiquitin
TRIM13,Immune
TRIM14,Immune
TRIM15,Immune
TRIM17,Ubiquitin
TRIM17,Immune
TRIM2,Ubiquitin
TRIM21,Ubiquitin
TRIM21,Nuc acid bind
TRIM21,Immune
TRIM22,Transcription
TRIM22,Ubiquitin
TRIM22,Immune
TRIM23,Ubiquitin
TRIM23,Transport
TRIM23,Immune
TRIM23,GTPase
TRIM24,Chromatin
TRIM24,Ubiquitin
TRIM24,Kinase
TRIM25,Ubiquitin
TRIM25,Nuc acid bind
TRIM25,Immune
TRIM26,Immune
TRIM27,Transcription
TRIM27,Ubiquitin
TRIM27,Nuc acid bind
TRIM27,Immune
TRIM28,Chromatin
TRIM28,Ubiquitin
TRIM28,Kinase
TRIM28,DNA repair
TRIM28,Nuc acid bind
TRIM28,Immune
TRIM29,Immune
TRIM3,Ubiquitin
TRIM31,Ubiquitin
TRIM31,Immune
TRIM32,Ubiquitin
TRIM32,Nuc acid bind
TRIM32,Immune
TRIM33,Transcription
TRIM33,Ubiquitin
TRIM34,Ubiquitin
TRIM34,Immune
TRIM35,Ubiquitin
TRIM35,Immune
TRIM35,Apoptosis
TRIM37,Transcription
TRIM37,Ubiquitin
TRIM38,Ubiquitin
TRIM38,Immune
TRIM39,Ubiquitin
TRIM39,Immune
TRIM39,Apoptosis
TRIM4,Ubiquitin
TRIM4,Immune
TRIM40,Immune
TRIM41,Ubiquitin
TRIM41,Immune
TRIM42,Ubiquitin
TRIM43,Immune
TRIM43B,Immune
TRIM44,Immune
TRIM47,Ubiquitin
TRIM48,Immune
TRIM49,Immune
TRIM49B,Immune
TRIM49C,Immune
TRIM49D1,Immune
TRIM5,Ubiquitin
TRIM5,Immune
TRIM50,Immune
TRIM51,Immune
TRIM51G,Immune
TRIM52,Ubiquitin
TRIM52,Immune
TRIM54,Signaling
TRIM54,Immune
TRIM55,Signaling
TRIM55,Immune
TRIM56,Ubiquitin
TRIM56,Nuc acid bind
TRIM56,Immune
TRIM58,Ubiquitin
TRIM58,Immune
TRIM59,Ubiquitin
TRIM59,Immune
TRIM6,Ubiquitin
TRIM6,Immune
TRIM60,Immune
TRIM61,Immune
TRIM62,Ubiquitin
TRIM62,Immune
TRIM63,Ubiquitin
TRIM63,Signaling
TRIM63,Immune
TRIM64,Immune
TRIM64B,Immune
TRIM64C,Immune
TRIM65,Ubiquitin
TRIM65,Immune
TRIM68,Ubiquitin
TRIM68,Immune
TRIM69,Ubiquitin
TRIM69,Immune
TRIM69,Apoptosis
TRIM7,Ubiquitin
TRIM7,Immune
TRIM71,Ubiquitin
TRIM71,Nuc acid bind
TRIM72,Immune
TRIM73,Immune
TRIM74,Immune
TRIM75,Immune
TRIM77,Immune
TRIM8,Ubiquitin
TRIM8,Immune
TRIM9,Ubiquitin
TRIML1,Ubiquitin
TRIML1,Immune
TRIML2,Ubiquitin
TRIML2,Immune
TRIO,Kinase
TRIOBP,Cell cycle
TRIP10,Signaling
TRIP12,Ubiquitin
TRIP12,DNA repair
TRIP4,Transcription
TRIP6,Signaling
TRIP6,Nuc acid bind
TRIP6,Cell adhesion
TRIR,Nuc acid bind
TRIT1,Nuc acid bind
TRMO,Methylation
TRMT1,Nuc acid bind
TRMT1,Methylation
TRMT10A,Nuc acid bind
TRMT10A,Methylation
TRMT10B,Methylation
TRMT10C,RNA processing
TRMT10C,Nuc acid bind
TRMT10C,Methylation
TRMT11,Nuc acid bind
TRMT11,Methylation
TRMT13,Methylation
TRMT1L,Nuc acid bind
TRMT1L,Methylation
TRMT2A,RNA processing
TRMT2A,Nuc acid bind
TRMT2A,Methylation
TRMT2B,RNA processing
TRMT2B,Methylation
TRMT44,Methylation
TRMT5,Methylation
TRMT6,RNA processing
TRMT6,Nuc acid bind
TRMT61A,RNA processing
TRMT61A,Methylation
TRMT61B,RNA processing
TRMT61B,Methylation
TRMT9B,Methylation
TRMU,Nuc acid bind
TRNAU1AP,Nuc acid bind
TRNAU1AP,Translation
TRNT1,RNA processing
TRNT1,Nuc acid bind
TRO,Transcription
TRO,Cell adhesion
TROAP,Cell adhesion
TRPA1,Signaling
TRPA1,Transport
TRPA1,Ion channel
TRPC1,Transport
TRPC1,Ion channel
TRPC3,Transport
TRPC3,Ion channel
TRPC4,Transport
TRPC4,Ion channel
TRPC4AP,Ubiquitin
TRPC5,Transport
TRPC5,Ion channel
TRPC6,Transport
TRPC6,Ion channel
TRPC7,Transport
TRPC7,Ion channel
TRPM1,Transport
TRPM1,Ion channel
TRPM2,Transport
TRPM2,Ion channel
TRPM3,Transport
TRPM3,Ion channel
TRPM4,Transport
TRPM4,Ion channel
TRPM5,Transport
TRPM5,Ion channel
TRPM6,Kinase
TRPM6,Transport
TRPM6,Ion channel
TRPM7,Kinase
TRPM7,Ion channel
TRPM8,Transport
TRPM8,Ion channel
TRPS1,Transcription
TRPV1,Transcription
TRPV1,Signaling
TRPV1,Transport
TRPV1,Ion channel
TRPV2,Transport
TRPV2,Ion channel
TRPV3,Transport
TRPV3,Ion channel
TRPV4,Transcription
TRPV4,Transport
TRPV4,Ion channel
TRPV5,Transport
TRPV5,Ion channel
TRPV6,Transport
TRPV6,Ion channel
TRRAP,Chromatin
TRRAP,Transcription
TRUB1,RNA processing
TRUB1,Nuc acid bind
TRUB2,RNA processing
TRUB2,Nuc acid bind
TSC1,Protein folding
TSC2,Transport
TSC22D1,Transcription
TSC22D1,Apoptosis
TSC22D2,Transcription
TSC22D3,Transcription
TSC22D4,Transcription
TSEN15,RNA processing
TSEN15,Nuc acid bind
TSEN2,RNA processing
TSEN2,Nuc acid bind
TSEN34,RNA processing
TSEN34,Nuc acid bind
TSEN54,RNA processing
TSFM,Nuc acid bind
TSFM,Translation
TSG101,Transcription
TSG101,Cell cycle
TSHB,Signaling
TSHR,Signaling
TSHZ1,Transcription
TSHZ2,Transcription
TSHZ3,Transcription
TSN,Nuc acid bind
TSNARE1,Transport
TSNAX,Nuc acid bind
TSPAN12,Signaling
TSPAN18,Immune
TSPEAR,Signaling
TSPO,Apoptosis
TSPO,Ion channel
TSPYL2,Chromatin
TSR1,Nuc acid bind
TSR1,GTPase
TSSC4,RNA processing
TSSK1B,Kinase
TSSK2,Kinase
TSSK3,Kinase
TSSK4,Kinase
TSSK6,Kinase
TST,Nuc acid bind
TTBK1,Kinase
TTBK1,Signaling
TTBK2,Kinase
TTBK2,Signaling
TTBK2,Cytoskeleton
TTC1,Protein folding
TTC14,Nuc acid bind
TTC19,Cell cycle
TTC21B,Transcription
TTC28,Cell cycle
TTC3,Ubiquitin
TTC4,Immune
TTC4,Protein folding
TTC5,DNA repair
TTF2,RNA processing
TTF2,DNA repair
TTK,Kinase
TTL,Cytoskeleton
TTLL1,Cytoskeleton
TTLL11,Cytoskeleton
TTLL12,Chromatin
TTLL12,Immune
TTLL2,Cytoskeleton
TTLL4,Cytoskeleton
TTLL7,Cytoskeleton
TTLL9,Cytoskeleton
TTN,Kinase
TTN,Structural
TTR,Signaling
TTYH1,Ion channel
TTYH1,Cell adhesion
TTYH2,Ion channel
TTYH3,Ion channel
TUBA1A,Cell cycle
TUBA1A,Structural
TUBA1A,Cytoskeleton
TUBA1B,Cell cycle
TUBA1B,Structural
TUBA1B,Cytoskeleton
TUBA1B,GTPase
TUBA1C,Cell cycle
TUBA1C,Structural
TUBA1C,Cytoskeleton
TUBA3C,Structural
TUBA3C,Cytoskeleton
TUBA3D,Structural
TUBA3D,Cytoskeleton
TUBA3E,Structural
TUBA3E,Cytoskeleton
TUBA4A,Structural
TUBA4A,Cytoskeleton
TUBA4B,Structural
TUBA4B,Cytoskeleton
TUBA8,Structural
TUBA8,Cytoskeleton
TUBAL3,Structural
TUBAL3,Cytoskeleton
TUBB,Cell cycle
TUBB,Structural
TUBB,Cytoskeleton
TUBB,GTPase
TUBB1,Structural
TUBB1,Cytoskeleton
TUBB1,GTPase
TUBB2A,Structural
TUBB2A,Cytoskeleton
TUBB2A,GTPase
TUBB2B,Structural
TUBB2B,Cytoskeleton
TUBB2B,GTPase
TUBB3,Structural
TUBB3,Cytoskeleton
TUBB3,GTPase
TUBB4A,Structural
TUBB4A,Cytoskeleton
TUBB4A,GTPase
TUBB4B,Structural
TUBB4B,Cytoskeleton
TUBB4B,Protein folding
TUBB4B,GTPase
TUBB6,Structural
TUBB6,Cytoskeleton
TUBB6,GTPase
TUBB8,Structural
TUBB8,Cytoskeleton
TUBB8,GTPase
TUBB8B,Structural
TUBB8B,Cytoskeleton
TUBB8B,GTPase
TUBD1,Structural
TUBD1,Cytoskeleton
TUBE1,Structural
TUBE1,Cytoskeleton
TUBG1,Structural
TUBG1,Cytoskeleton
TUBG2,Structural
TUBGCP2,Cytoskeleton
TUBGCP3,Structural
TUBGCP3,Cytoskeleton
TUBGCP4,Structural
TUBGCP4,Cytoskeleton
TUBGCP5,Cytoskeleton
TUBGCP6,Cytoskeleton
TUFM,Nuc acid bind
TUFM,Translation
TUFM,GTPase
TULP3,Transcription
TULP4,Ubiquitin
TUSC2,Immune
TUSC3,Transport
TUT1,RNA processing
TUT1,Nuc acid bind
TUT4,Nuc acid bind
TUT7,Nuc acid bind
TVP23A,Transport
TVP23B,Transport
TVP23C,Transport
TWF2,Nuc acid bind
TWIST1,Transcription
TWIST2,Transcription
TXK,Transcription
TXK,Kinase
TXN,Nuc acid bind
TXNDC5,Protein folding
TXNDC9,Cytoskeleton
TXNIP,Immune
TXNIP,Apoptosis
TXNL4A,Cell cycle
TXNL4A,RNA processing
TXNL4B,RNA processing
TXNRD1,Signaling
TYK2,Kinase
TYK2,Signaling
TYMP,Signaling
TYMS,Methylation
TYRO3,Kinase
TYRO3,Signaling
TYRO3,Cell adhesion
TYROBP,Signaling
TYROBP,Immune
TYSND1,Proteolysis
TYW3,Methylation
U2AF1,RNA processing
U2AF1,Nuc acid bind
U2AF1L4,RNA processing
U2AF1L4,Nuc acid bind
U2AF2,RNA processing
U2AF2,Nuc acid bind
U2SURP,RNA processing
U2SURP,Nuc acid bind
UAP1,Immune
UBA1,Ubiquitin
UBA1,DNA repair
UBA1,Nuc acid bind
UBA3,Proteolysis
UBA52,Ubiquitin
UBA52,Translation
UBA6,Ubiquitin
UBA6,DNA repair
UBA7,Ubiquitin
UBA7,DNA repair
UBA7,Immune
UBAC1,Ubiquitin
UBAP2,Nuc acid bind
UBAP2L,Nuc acid bind
UBASH3B,Phosphatase
UBB,Ubiquitin
UBB,Translation
UBC,Ubiquitin
UBC,Nuc acid bind
UBC,Translation
UBD,Ubiquitin
UBD,Proteolysis
UBD,Apoptosis
UBE2A,Chromatin
