position,hex,word,department,enrichment,length
1208789,"0xF61F","0xF61F","Unclassified",6.6,2
1208883,"0x745C","0x745C","Unclassified",5.8,2
1208893,"0x4105","0x4105","Cell adhesion",5.5,2
1208932,"0x8B2B","0x8B2B","Unclassified",6.3,2
1208981,"0x6CA2","0x6CA2","Cell cycle",7.7,2
1209014,"0x0BD5","0x0BD5","Transcription",5.8,2
1209065,"0x8451","0x8451","Cell adhesion",6.1,2
1209075,"0xC967","0xC967","Chromatin",9.3,2
1209082,"0x0417","0x0417","Unclassified",6.7,2
1209089,"0x5D75","0x5D75","Cytoskeleton",6.6,2
1209093,"0x75DA","0x75DA","Chromatin",5.3,2
1209139,"0x0417","0x0417","Unclassified",6.7,2
1209151,"0xF7D3","0xF7D3","Chromatin",8.4,2
1209204,"0xC821","0xC821","Transcription",12.9,2
1209213,"0xF697","0xF697","Cytoskeleton",6.3,2
1209283,"0xCB2F","0xCB2F","Chromatin",18.9,2
1209298,"0xB62B","0xB62B","Cytoskeleton",5.9,2
1209329,"0xB2C8","0xB2C8","Chromatin",8.6,2
1209394,"0xCBDF","0xCBDF","Structural",6.1,2
1209459,"0x75DF","0x75DF","Chromatin",5.7,2
1209471,"0x3563","0x3563","Cell adhesion",21.9,2
1209478,"0xC829","0xC829","Structural",14.7,2
1209543,"0x2882","0x2882","Chromatin",6.3,2
1209582,"0xCA20","0xCA20","Cell cycle",7.6,2
1209635,"0x772C","0x772C","Cell cycle",5.9,2
1209682,"0x77D8","0x77D8","Unclassified",5.1,2
1209706,"0xCB1C","0xCB1C","Transcription",13.8,2
1209717,"0xCA5C","0xCA5C","Chromatin",11.9,2
1209776,"0xCA25","0xCA25","Cell cycle",11.2,2
1209841,"0xC829","0xC829","Structural",14.7,2
1209844,"0x0A11","0x0A11","Unclassified",7,2
1209866,"0xC5D7","0xC5D7","Transcription",7.2,2
1209900,"0x3420","0x3420","DNA repair",9.1,2
1209912,"0xDB7D","0xDB7D","Chromatin",5.4,2
1210016,"0x0690","0x0690","Unclassified",14.6,2
1210053,"0x0825","0x0825","Chromatin",11.6,2
1210174,"0x05D3","0x05D3","Nuc acid bind",8.6,2
1210205,"0x82C5","0x82C5","Unclassified",6.1,2
1210291,"0x8810","0x8810","Kinase",7.5,2
1210365,"0xF42F","0xF42F","Chromatin",29.2,2
1210563,"0x6882","0x6882","Cell cycle",8.2,2
1210616,"0x345C","0x345C","Unclassified",10.9,2
1210643,"0x0A98","0x0A98","Structural",6.2,2
1210647,"0xF56C","0xF56C","Chromatin",7.9,2
1210748,"0x18A1","0x18A1","Chromatin",7.8,2
1210766,"0x8450","0x8450","Cell adhesion",12.1,2
1210779,"0xD34D34","0xD34D34","Cell adhesion",1212.2,3
1210820,"0x7413","0x7413","Unclassified",11.6,2
1210952,"0x0411","0x0411","Unclassified",18.5,2
1210966,"0x4D47","0x4D47","Unclassified",7.2,2
1211039,"0x1451","0x1451","Ion channel",6.1,2
1211115,"0x5B2E","0x5B2E","Unclassified",5.4,2
1211294,"0x7410","0x7410","Chromatin",12.8,2
1211355,"0x0821","0x0821","DNA repair",13.3,2
1211479,"0xC5D0","0xC5D0","Unclassified",7,2
1211491,"0x2CB2","0x2CB2","Chromatin",23.2,2
1211509,"0x2F72","0x2F72","Chromatin",6.5,2
1211518,"0x2CA2","0x2CA2","Cytoskeleton",5,2
1211584,"0xDCAD","0xDCAD","Chromatin",7.6,2
1211679,"0xCB2A","0xCB2A","Transcription",8.2,2
1211683,"0x7621","0x7621","Unclassified",6.3,2
1211739,"0x7DF5","0x7DF5","Chromatin",5.9,2
1211788,"0xCB2F","0xCB2F","Chromatin",18.9,2
1211802,"0xF7D3","0xF7D3","Chromatin",8.4,2
1211873,"0xF79F","0xF79F","Cytoskeleton",10.8,2
1211877,"0xCB2E","0xCB2E","Unclassified",6.3,2
1211965,"0x68B2","0x68B2","Cytoskeleton",6.5,2
1212013,"0x6DB6","0x6DB6","Chromatin",7.9,2
1212061,"0xA28A18","0xA28A18","Chromatin",119.7,3
1212072,"0x8820","0x8820","Cytoskeleton",8,2
1212096,"0x882C","0x882C","Chromatin",5.7,2
1212110,"0x50A2","0x50A2","Cell cycle",5.8,2
1212182,"0xF72F","0xF72F","Transcription",12,2
1212209,"0x2B72","0x2B72","Chromatin",6,2
1212337,"0x8A98","0x8A98","Chromatin",5.3,2
1212340,"0xF69A","0xF69A","Cytoskeleton",7.6,2
1212411,"0x6CB9","0x6CB9","Unclassified",7.1,2
1212435,"0x7DF6","0x7DF6","Chromatin",6.2,2
1212454,"0xC72C","0xC72C","Unclassified",18.2,2
1212471,"0x68A1","0x68A1","Cytoskeleton",6.1,2
1212511,"0xF62F","0xF62F","Transcription",15.2,2
1212517,"0xF65C","0xF65C","Cytoskeleton",5.4,2
1212526,"0xA69A","0xA69A","RNA processing",39.5,2
1212543,"0x6B72","0x6B72","Unclassified",5.2,2
1212559,"0xB69A","0xB69A","Transcription",5.8,2
1212601,"0xF61F","0xF61F","Unclassified",6.6,2
1212635,"0x8A53","0x8A53","Unclassified",5.3,2
1212664,"0x7DF6","0x7DF6","Chromatin",6.2,2
1212755,"0x0AD0","0x0AD0","Cell cycle",5.8,2
1212780,"0x0823","0x0823","Nuc acid bind",10.2,2
1212900,"0xF56C","0xF56C","Chromatin",7.9,2
1213027,"0x761F","0x761F","Unclassified",6,2
1213053,"0x0450","0x0450","Cell cycle",15.1,2
1213100,"0x8A50","0x8A50","DNA repair",5.5,2
1213180,"0x1099","0x1099","Transcription",6.2,2
1213192,"0x0417","0x0417","Unclassified",6.7,2
1213219,"0x6CB1","0x6CB1","Chromatin",7.6,2
1213283,"0x0625","0x0625","Unclassified",5.8,2
1213286,"0xF5D5","0xF5D5","Unclassified",5.7,2
1213327,"0x4106","0x4106","Unclassified",5.1,2
1213477,"0x07D5","0x07D5","Methylation",6.6,2
1213571,"0x345C","0x345C","Unclassified",10.9,2
1213574,"0x575D","0x575D","Cytoskeleton",5,2
1213609,"0x8114","0x8114","Unclassified",5.3,2
1213616,"0x2142","0x2142","Chromatin",5.8,2
1213649,"0x7621","0x7621","Unclassified",6.3,2
1213765,"0xDC8D","0xDC8D","Chromatin",6.8,2
1213789,"0x5451","0x5451","Unclassified",8,2
1213797,"0x9F7D","0x9F7D","RNA processing",6.7,2
1213814,"0x7567","0x7567","DNA repair",10.3,2
1213826,"0xB56A","0xB56A","Unclassified",17.4,2
1213877,"0x1A71","0x1A71","Cell adhesion",5.3,2
1213888,"0x05D8","0x05D8","GTPase",5.2,2
1213986,"0xCA5C","0xCA5C","Chromatin",11.9,2
1213989,"0x7698","0x7698","Ubiquitin",6.8,2
1214048,"0x8A23","0x8A23","Unclassified",5.6,2
1214093,"0xA410","0xA410","Unclassified",5.5,2
1214111,"0x68A1","0x68A1","Cytoskeleton",6.1,2
1214300,"0x9082","0x9082","Chromatin",6.3,2
1214338,"0xDF6D","0xDF6D","Chromatin",5.1,2
1214390,"0x7420","0x7420","DNA repair",8,2
1214396,"0x575D","0x575D","Cytoskeleton",5,2
1214499,"0x8288","0x8288","Cell cycle",7.1,2
1214552,"0x75DA","0x75DA","Chromatin",5.3,2
1214618,"0xDCB1","0xDCB1","Transcription",5.3,2
1214680,"0x2F72","0x2F72","Chromatin",6.5,2
1214708,"0x945C","0x945C","Unclassified",7.4,2
1214809,"0x4426","0x4426","Transcription",114.3,2
1214901,"0xC5DC","0xC5DC","Ion channel",9.2,2
1214947,"0x056C","0x056C","Cytoskeleton",10.3,2
1214950,"0x7698","0x7698","Ubiquitin",6.8,2
1214963,"0x75D5","0x75D5","Unclassified",6,2
1215002,"0x765C","0x765C","Unclassified",6.5,2
1215022,"0x596F","0x596F","Unclassified",7.4,2
1215030,"0x05D5","0x05D5","Unclassified",5.1,2
1215132,"0x2CB1","0x2CB1","Transcription",8,2
1215331,"0xC7DC","0xC7DC","Unclassified",9.8,2
1215386,"0x8825","0x8825","GTPase",12.7,2
1215413,"0xD5BD","0xD5BD","Chromatin",9.6,2
1215443,"0x3563","0x3563","Cell adhesion",21.9,2
1215508,"0x87D0","0x87D0","Cytoskeleton",9.9,2
1215572,"0x8629","0x8629","Unclassified",6.7,2
1215645,"0xF7D5","0xF7D5","Chromatin",5,2
1215715,"0x9082","0x9082","Chromatin",6.3,2
1215744,"0x0650","0x0650","GTPase",11.5,2
1215859,"0xD08D","0xD08D","Cytoskeleton",6.9,2
1215868,"0x8850","0x8850","Unclassified",10.2,2
1215907,"0xCB29","0xCB29","Unclassified",8,2
1216017,"0x608D","0x608D","Cell cycle",5.5,2
1216071,"0x4288","0x4288","Chromatin",5.8,2
1216182,"0x0A90","0x0A90","Translation",8.8,2
1216233,"0x2641","0x2641","Transcription",5.1,2
1216283,"0x5C82","0x5C82","Nuc acid bind",5.4,2
1216323,"0x1F41","0x1F41","Structural",5.4,2
1216340,"0x056A","0x056A","Unclassified",7.7,2
1216346,"0x0725","0x0725","Unclassified",7.4,2
1216392,"0xB42E","0xB42E","Unclassified",8.3,2
1216583,"0xF5D7","0xF5D7","Cytoskeleton",11.6,2
1216643,"0x3420","0x3420","DNA repair",9.1,2
1216732,"0xB560","0xB560","Cytoskeleton",16,2
1216748,"0x8A28","0x8A28","Chromatin",18.3,2
1216878,"0x082F","0x082F","Unclassified",7.8,2
1217044,"0x842B","0x842B","Unclassified",7.6,2
1217048,"0x828968","0x828968","Unclassified",572.2,3
1217054,"0xF5DF","0xF5DF","Cytoskeleton",11.9,2
1217086,"0x0A20","0x0A20","Cell cycle",12.4,2
1217107,"0xF427","0xF427","Cytoskeleton",10.6,2
1217170,"0x1041","0x1041","Ubiquitin",7.6,2
1217180,"0xCB91","0xCB91","Transcription",7.5,2
1217281,"0x5C82","0x5C82","Nuc acid bind",5.4,2
1217321,"0xA7DB","0xA7DB","Chromatin",6.5,2
1217401,"0x8810","0x8810","Kinase",7.5,2
1217536,"0xB7D8","0xB7D8","Kinase",6.6,2
1217582,"0xDCBD","0xDCBD","Chromatin",10,2
1217802,"0x6CB2","0x6CB2","Chromatin",12.5,2
1217837,"0x820A","0x820A","Chromatin",5,2
1218048,"0xCA2A","0xCA2A","Unclassified",7.4,2
1218109,"0xF7D3","0xF7D3","Chromatin",8.4,2
1218120,"0xCB2CB2","0xCB2CB2","Chromatin",3625.2,3
1218139,"0x2F72","0x2F72","Chromatin",6.5,2
1218212,"0xB2C96C","0xB2C96C","Transcription",2160,3
1218249,"0x0968","0x0968","Cell cycle",16.7,2
1218431,"0x3450","0x3450","Cell cycle",11,2
1218452,"0xF7DF","0xF7DF","Chromatin",41.3,2
1218567,"0x5082","0x5082","Chromatin",7.2,2
1218594,"0x74D3","0x74D3","Unclassified",5.9,2
1218630,"0x7413","0x7413","Unclassified",11.6,2
1218733,"0x87D5","0x87D5","Unclassified",6.5,2
1218829,"0xC5D0","0xC5D0","Unclassified",7,2
1218849,"0x0850","0x0850","Cell cycle",11.9,2
1218864,"0x7560","0x7560","DNA repair",10.8,2
1218870,"0x25A2","0x25A2","Cytoskeleton",6.6,2
1219011,"0x7DA7","0x7DA7","Cell adhesion",5.5,2
1219096,"0x98B1","0x98B1","Unclassified",5,2
1219177,"0x6F7D","0x6F7D","Methylation",10,2
1219219,"0x769F","0x769F","Chromatin",9.3,2
1219263,"0xC828","0xC828","Cell cycle",7.1,2
1219300,"0xADB5","0xADB5","Cytoskeleton",5.7,2
1219333,"0x0560","0x0560","Kinase",13.8,2
1219353,"0x0820","0x0820","Chromatin",19.1,2
1219356,"0xA42A","0xA42A","Transcription",12,2
1219374,"0xC96A","0xC96A","Unclassified",8.2,2
1219388,"0x5D75","0x5D75","Cytoskeleton",6.6,2
1219393,"0x8625","0x8625","Chromatin",5.2,2
1219584,"0xC825","0xC825","DNA repair",13.1,2
1219610,"0x345C","0x345C","Unclassified",10.9,2
1219654,"0x3628","0x3628","Phosphatase",5.6,2
1219719,"0xCB2A","0xCB2A","Transcription",8.2,2
1219755,"0x77D3","0x77D3","Cytoskeleton",7.7,2
1219763,"0xBDF6","0xBDF6","Cell cycle",7.2,2
1219767,"0x9F7D","0x9F7D","RNA processing",6.7,2
1219804,"0xF69A","0xF69A","Cytoskeleton",7.6,2
1219835,"0x0A28","0x0A28","Chromatin",7.2,2
1219841,"0x669A","0x669A","Proteolysis",12.8,2
1219885,"0xF698","0xF698","Cell adhesion",7.5,2
1219905,"0xD8AD","0xD8AD","Structural",6.3,2
1219918,"0xF65C","0xF65C","Cytoskeleton",5.4,2
1219957,"0x7DB7","0x7DB7","Transcription",6.2,2
1220040,"0x8B2C","0x8B2C","Unclassified",7.7,2
1220045,"0xB72A","0xB72A","Unclassified",8.5,2
1220087,"0xBDCB","0xBDCB","Chromatin",5.9,2
1220184,"0xF5DC","0xF5DC","Cytoskeleton",8.3,2
1220199,"0x6289","0x6289","Cell cycle",5.9,2
1220243,"0x756A","0x756A","Cytoskeleton",6.9,2
1220289,"0xD5A9","0xD5A9","Kinase",7.2,2
1220309,"0x8628","0x8628","Chromatin",9.1,2
1220377,"0x07D5","0x07D5","Methylation",6.6,2
1220460,"0x7DF6","0x7DF6","Chromatin",6.2,2
1220556,"0xB72A","0xB72A","Unclassified",8.5,2
1220595,"0x0BD8","0x0BD8","Nuc acid bind",5.6,2
1220686,"0xF69A","0xF69A","Cytoskeleton",7.6,2
1220738,"0xA79A","0xA79A","RNA processing",18.3,2
1220750,"0xA7DF","0xA7DF","Structural",14.3,2
1220801,"0x8A2A","0x8A2A","Chromatin",8.3,2
1220937,"0xF5DE","0xF5DE","Kinase",6.5,2
1220967,"0x5BDF","0x5BDF","Chromatin",5.7,2
1221035,"0x8A2A","0x8A2A","Chromatin",8.3,2
1221086,"0x20B9","0x20B9","Chromatin",5.9,2
1221100,"0xD88D","0xD88D","Phosphatase",5.3,2
1221117,"0xF62B","0xF62B","Cell adhesion",6.5,2
1221159,"0xE56C","0xE56C","Structural",17.7,2
1221257,"0xCADC","0xCADC","Nuc acid bind",5.7,2
1221279,"0xB28B","0xB28B","Cell cycle",5.4,2
1221477,"0xDA7D","0xDA7D","Phosphatase",6,2
1221494,"0xCBDF","0xCBDF","Structural",6.1,2
1221555,"0x0827","0x0827","Chromatin",8.1,2
1221612,"0xF7DE","0xF7DE","RNA processing",9.9,2
1221708,"0xF427","0xF427","Cytoskeleton",10.6,2
1221710,"0x6B72","0x6B72","Unclassified",5.2,2
1221757,"0xDCA9","0xDCA9","Phosphatase",7.5,2
1221774,"0x60B2","0x60B2","Nuc acid bind",5.2,2
1221778,"0xC965","0xC965","Transport",5.3,2
1221810,"0x37DC","0x37DC","Chromatin",5.1,2
1221901,"0xF69A","0xF69A","Cytoskeleton",7.6,2
1221919,"0xA7DA","0xA7DA","Methylation",20.8,2
1221922,"0x7627","0x7627","Cytoskeleton",13.9,2
1221931,"0xA6DA","0xA6DA","Transcription",9.1,2
1221939,"0x5A2A","0x5A2A","Cytoskeleton",5.4,2
1221963,"0xCA2A","0xCA2A","Unclassified",7.4,2
1221971,"0xA4DA","0xA4DA","Unclassified",5.3,2
1222018,"0xDB6D","0xDB6D","Transcription",8.7,2
1222118,"0xA7D8","0xA7D8","Cytoskeleton",5.7,2
1222143,"0x9F69F6","0x9F69F6","Chromatin",109.9,3
1222236,"0xDB6D","0xDB6D","Transcription",8.7,2
1222248,"0x3563","0x3563","Cell adhesion",21.9,2
1222398,"0x8B2B","0x8B2B","Unclassified",6.3,2
1222421,"0x8B2C","0x8B2C","Unclassified",7.7,2
1222453,"0x20B9","0x20B9","Chromatin",5.9,2
1222497,"0x5A20","0x5A20","Cell cycle",5.8,2
1222616,"0xA69B","0xA69B","Ubiquitin",13.5,2
1222637,"0xF628","0xF628","Chromatin",5.5,2
1222945,"0x9A69","0x9A69","RNA processing",9.3,2
1222956,"0xCA20","0xCA20","Cell cycle",7.6,2
1222979,"0x772A","0x772A","Unclassified",7.3,2
1223012,"0xCA21","0xCA21","Unclassified",11,2
1223045,"0x07D5","0x07D5","Methylation",6.6,2
1223141,"0xF72F","0xF72F","Transcription",12,2
1223214,"0x5B90","0x5B90","Signaling",8.1,2
1223249,"0xC828","0xC828","Cell cycle",7.1,2
1223282,"0x2942","0x2942","Chromatin",6.2,2
1223357,"0x37D1","0x37D1","Unclassified",7.4,2
1223386,"0x8421","0x8421","Protein folding",12.5,2
1223434,"0xCA5C","0xCA5C","Chromatin",11.9,2
1223439,"0xBDCB","0xBDCB","Chromatin",5.9,2
1223467,"0x77D8","0x77D8","Unclassified",5.1,2
1223486,"0x1CB2","0x1CB2","Chromatin",8.2,2
1223514,"0x0A29","0x0A29","Cell cycle",7.2,2
1223551,"0x06D1","0x06D1","Unclassified",8.5,2
1223613,"0x761C","0x761C","Cytoskeleton",5.1,2
1223686,"0x669A","0x669A","Proteolysis",12.8,2
1223739,"0xB410","0xB410","Unclassified",5.4,2
1223890,"0x0823","0x0823","Nuc acid bind",10.2,2
1223920,"0x09DC","0x09DC","RNA processing",6,2
1223951,"0x8960","0x8960","Cytoskeleton",12.8,2
1224066,"0xDCB1","0xDCB1","Transcription",5.3,2
1224077,"0xF7D8","0xF7D8","Phosphatase",5.5,2
1224118,"0x7657","0x7657","Cell adhesion",5.2,2
1224155,"0xD0BD","0xD0BD","Cytoskeleton",6.1,2
1224161,"0xC82B","0xC82B","Unclassified",9.9,2
1224179,"0xF5DF","0xF5DF","Cytoskeleton",11.9,2
1224251,"0x756A","0x756A","Cytoskeleton",6.9,2
1224266,"0xB7DA","0xB7DA","Unclassified",12.2,2
1224393,"0xC96A","0xC96A","Unclassified",8.2,2
1224501,"0x18A2","0x18A2","Chromatin",5.5,2
1224508,"0x7697","0x7697","Phosphatase",8,2
1224540,"0x5965","0x5965","Ion channel",5,2
1224668,"0xB2C8","0xB2C8","Chromatin",8.6,2
1224704,"0x8BD9","0x8BD9","Cell adhesion",6.1,2
1224706,"0xB6DA","0xB6DA","Chromatin",6.9,2
1224845,"0x68A2","0x68A2","Cytoskeleton",7.7,2
1224930,"0xF698","0xF698","Cell adhesion",7.5,2
1224983,"0x8A21","0x8A21","Nuc acid bind",9.8,2
1225031,"0xADB5","0xADB5","Cytoskeleton",5.7,2
1225050,"0xB6D9","0xB6D9","Unclassified",7.8,2
1225182,"0xA56A","0xA56A","Unclassified",10.7,2
1225210,"0xCB9E","0xCB9E","Cytoskeleton",10.7,2
1225221,"0x5BDF7D","0x5BDF7D","Methylation",46.1,3
1225224,"0xF5D8","0xF5D8","Unclassified",5.3,2
1225263,"0xB2CB","0xB2CB","Chromatin",43.9,2
1225431,"0xDCBD","0xDCBD","Chromatin",10,2
1225456,"0x6C82","0x6C82","Structural",6.3,2
1225459,"0x5C82","0x5C82","Nuc acid bind",5.4,2
1225482,"0x8BDA","0x8BDA","Structural",6,2
1225521,"0xF56B","0xF56B","Unclassified",8.8,2
1225576,"0xDB7D","0xDB7D","Chromatin",5.4,2
1225594,"0x68AD","0x68AD","Structural",6,2
1225627,"0xC96A","0xC96A","Unclassified",8.2,2
1225695,"0xCB21","0xCB21","Transcription",10.2,2
1225699,"0x5E79","0x5E79","Unclassified",6.4,2
1225730,"0x4426","0x4426","Transcription",114.3,2
1225772,"0xB7DA","0xB7DA","Unclassified",12.2,2
1225775,"0x6B6D","0x6B6D","Unclassified",6.3,2
1225794,"0x896A","0x896A","Unclassified",8.1,2
1225859,"0x7DF6","0x7DF6","Chromatin",6.2,2
1225868,"0xA7DA","0xA7DA","Methylation",20.8,2
1225948,"0xF7DA","0xF7DA","Structural",15.7,2
1225995,"0x7627","0x7627","Cytoskeleton",13.9,2
1226020,"0xCA9C","0xCA9C","Chromatin",12.8,2
1226077,"0x8BD9","0x8BD9","Cell adhesion",6.1,2
1226097,"0x6F7D","0x6F7D","Methylation",10,2
1226106,"0xB28B","0xB28B","Cell cycle",5.4,2
1226142,"0x1899","0x1899","Structural",7.7,2
1226150,"0xB5D7","0xB5D7","Chromatin",8,2
1226166,"0x5F62","0x5F62","Cell adhesion",5.2,2
1226168,"0xB56F","0xB56F","GTPase",12.3,2
1226182,"0x8A21","0x8A21","Nuc acid bind",9.8,2
1226195,"0x362B","0x362B","Unclassified",5.1,2
1226199,"0x882E","0x882E","Unclassified",7.5,2
1226228,"0xD5B2","0xD5B2","Cytoskeleton",5.7,2
1226230,"0x8A2A","0x8A2A","Chromatin",8.3,2
1226290,"0xC72C","0xC72C","Unclassified",18.2,2
1226300,"0xB6DB","0xB6DB","Transcription",25.1,2
1226313,"0xF7DB","0xF7DB","Chromatin",10.3,2
1226363,"0xF7DB","0xF7DB","Chromatin",10.3,2
1226365,"0x762A","0x762A","Unclassified",6.4,2
1226370,"0x6CB2","0x6CB2","Chromatin",12.5,2
1226390,"0x8BD8","0x8BD8","Chromatin",7.7,2
1226464,"0x28A2","0x28A2","Chromatin",10.2,2
1226478,"0xA28A","0xA28A","Chromatin",11,2
1226606,"0xB6D9","0xB6D9","Unclassified",7.8,2
1226703,"0xF7D8","0xF7D8","Phosphatase",5.5,2
1226735,"0xBDCB","0xBDCB","Chromatin",5.9,2
1226767,"0x5A2B","0x5A2B","Cytoskeleton",5.4,2
1226772,"0xB1CB","0xB1CB","Transcription",19.5,2
1226813,"0x5CB9","0x5CB9","Unclassified",7.5,2
1226887,"0x0B2C","0x0B2C","Methylation",8.1,2
1226902,"0xF59C","0xF59C","Structural",5.5,2
1226967,"0x669A","0x669A","Proteolysis",12.8,2
1226983,"0xBDCB","0xBDCB","Chromatin",5.9,2
1227083,"0xBDCB","0xBDCB","Chromatin",5.9,2
1227110,"0x7987","0x7987","RNA processing",5.7,2
1227155,"0x772F","0x772F","Chromatin",13.4,2
1227181,"0x0628","0x0628","DNA repair",5.9,2
1227205,"0xB6D5","0xB6D5","Cytoskeleton",5.7,2
1227274,"0x765C","0x765C","Unclassified",6.5,2
1227405,"0xF7DF","0xF7DF","Chromatin",41.3,2
1227445,"0x5CA9","0x5CA9","Unclassified",5.4,2
1227484,"0xB72C","0xB72C","Chromatin",6.3,2
1227634,"0x1099","0x1099","Transcription",6.2,2
1227701,"0x4426","0x4426","Transcription",114.3,2
1227756,"0x2B62","0x2B62","Cytoskeleton",6.9,2
1227758,"0xB69F","0xB69F","Unclassified",6.7,2
1227773,"0xB4D5","0xB4D5","Cytoskeleton",6.7,2
1227797,"0x6E62","0x6E62","Cytoskeleton",7,2
1227892,"0xA288","0xA288","Cytoskeleton",6.2,2
1227923,"0xB28B","0xB28B","Cell cycle",5.4,2
1227928,"0xD8A2","0xD8A2","Cytoskeleton",6.6,2
1227935,"0x8B2B","0x8B2B","Unclassified",6.3,2
1228025,"0xDCB1","0xDCB1","Transcription",5.3,2
1228107,"0x8BDA","0x8BDA","Structural",6,2
1228147,"0xBDF4","0xBDF4","Chromatin",6.6,2
1228197,"0xA698","0xA698","Ion channel",5.5,2
1228207,"0xB4D5","0xB4D5","Cytoskeleton",6.7,2
1228265,"0xD8AD","0xD8AD","Structural",6.3,2
1228268,"0xB72C","0xB72C","Chromatin",6.3,2
1228323,"0xB6DA","0xB6DA","Chromatin",6.9,2
1228330,"0x0A29","0x0A29","Cell cycle",7.2,2
1228341,"0x669A","0x669A","Proteolysis",12.8,2
1228361,"0x362B","0x362B","Unclassified",5.1,2
1228409,"0x7417","0x7417","Chromatin",8.2,2
1228599,"0xE421","0xE421","Unclassified",12,2
1228603,"0x9F7D","0x9F7D","RNA processing",6.7,2
1228625,"0xDC9D","0xDC9D","Chromatin",6.1,2
1228834,"0xB7DF","0xB7DF","Cytoskeleton",13.4,2
1229052,"0xB429","0xB429","Cytoskeleton",9.8,2
1229202,"0x5CA9","0x5CA9","Unclassified",5.4,2
1229303,"0x856A","0x856A","Phosphatase",5.7,2
1229368,"0xC560","0xC560","Transcription",16.6,2
1229420,"0xADB5","0xADB5","Cytoskeleton",5.7,2
1229455,"0xD5B1","0xD5B1","GTPase",9.1,2
1229542,"0x5BDF","0x5BDF","Chromatin",5.7,2
1229551,"0xDB7D","0xDB7D","Chromatin",5.4,2
1229587,"0x5C8D","0x5C8D","Phosphatase",5.3,2
1229652,"0xDCBD","0xDCBD","Chromatin",10,2
1229660,"0xC815","0xC815","Cytoskeleton",5.5,2
1229826,"0x9C99","0x9C99","Structural",5.9,2
1229845,"0x628A","0x628A","Chromatin",6.6,2
1229876,"0x09D0","0x09D0","Chromatin",10.4,2
1229880,"0xE56A","0xE56A","Unclassified",6.9,2
1229911,"0x9A69","0x9A69","RNA processing",9.3,2
1230045,"0xB98B","0xB98B","RNA processing",7.9,2
1230103,"0x05D1","0x05D1","Unclassified",9.2,2
1230265,"0xCA20","0xCA20","Cell cycle",7.6,2
1230278,"0xF56B","0xF56B","Unclassified",8.8,2
1230291,"0x6DB6","0x6DB6","Chromatin",7.9,2
1230342,"0x6CB2","0x6CB2","Chromatin",12.5,2
1230388,"0x8A98","0x8A98","Chromatin",5.3,2
1230444,"0x87D8","0x87D8","Chromatin",14.5,2
1230480,"0x8DF4","0x8DF4","Chromatin",7.4,2
1230643,"0x0568","0x0568","Unclassified",11.6,2
1230645,"0x5D77","0x5D77","Chromatin",5.7,2
1230704,"0x77DB","0x77DB","Transcription",5.4,2
1230706,"0xDCBD","0xDCBD","Chromatin",10,2
1230819,"0xDB6D","0xDB6D","Transcription",8.7,2
1230841,"0x45C4","0x45C4","Transcription",7.4,2
1230903,"0x5CBD","0x5CBD","Nuc acid bind",6.2,2
1230954,"0xB6D9","0xB6D9","Unclassified",7.8,2
1231072,"0x8563","0x8563","Unclassified",6.9,2
1231134,"0xB4D1","0xB4D1","Unclassified",6.1,2
1231146,"0x05D5","0x05D5","Unclassified",5.1,2
1231172,"0xC7DC","0xC7DC","Unclassified",9.8,2
1231211,"0x5A20","0x5A20","Cell cycle",5.8,2
1231234,"0x8450","0x8450","Cell adhesion",12.1,2
1231263,"0x0967","0x0967","Unclassified",10.4,2
1231382,"0x575D","0x575D","Cytoskeleton",5,2
1231508,"0x75D0","0x75D0","DNA repair",6.1,2
1231530,"0x09D5","0x09D5","DNA repair",6.5,2
1231719,"0xD59D","0xD59D","Cytoskeleton",8.7,2
1231767,"0x77DC","0x77DC","Chromatin",5.4,2
1231854,"0x75D5","0x75D5","Unclassified",6,2
1231962,"0x0B20","0x0B20","Cell cycle",6,2
1231986,"0x3625","0x3625","Cytoskeleton",5,2
1232045,"0x8A21","0x8A21","Nuc acid bind",9.8,2
1232092,"0x71C7","0x71C7","Transcription",45.2,2
1232153,"0x20BD","0x20BD","Transcription",5.3,2
1232175,"0x9A69","0x9A69","RNA processing",9.3,2
1232185,"0x2882","0x2882","Chromatin",6.3,2
1232213,"0xB7DA","0xB7DA","Unclassified",12.2,2
1232266,"0xA69A","0xA69A","RNA processing",39.5,2
1232298,"0x05D7","0x05D7","Chromatin",6,2
1232478,"0x05D1","0x05D1","Unclassified",9.2,2
1232536,"0x7421","0x7421","Unclassified",11.5,2
1232636,"0x0A20","0x0A20","Cell cycle",12.4,2
1232645,"0x6286","0x6286","Chromatin",5.2,2
1232657,"0x05D7","0x05D7","Chromatin",6,2
1232797,"0x881A","0x881A","Unclassified",5.1,2
1232929,"0x765E","0x765E","Phosphatase",5.4,2
1232970,"0x6C82","0x6C82","Structural",6.3,2
1232982,"0x596C","0x596C","Unclassified",8.6,2
1233001,"0x5D74","0x5D74","Chromatin",5.3,2
1233038,"0x07D5","0x07D5","Methylation",6.6,2
1233104,"0x7417","0x7417","Chromatin",8.2,2
1233119,"0x356A","0x356A","Unclassified",7.8,2
1233142,"0x5CB2","0x5CB2","DNA repair",6.6,2
1233145,"0x5965","0x5965","Ion channel",5,2
1233195,"0x0A25","0x0A25","Unclassified",9.5,2
1233317,"0x6DB6","0x6DB6","Chromatin",7.9,2
